Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/01,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0334747,Food Services,50.20
2022/04/01,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0334747,Starbucks,34.50
2022/04/01,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0334747,Food Services,5.60
2022/11/21,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0328574,Mad Radish,28.50
2022/12/19,St. John's,20,To meet constituents,Hosting a reception or open house,M0328574,Tim Hortons,38.98
2022/12/19,St. John's,20,To meet constituents,Hosting a reception or open house,M0324497,Colemans,111.97
2023/01/13,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0328574,Milestones,39.23
2023/02/07,Ottawa,3,To discuss constituency issues with stakeholders,Hosting a meeting,M0328574,Metropolitain Brasserie,107.17
2023/02/14,Ottawa,100,To celebrate a significant event,"Gala, reception or ceremony",M0333555,DJ Matelot Max,32.99
2023/02/16,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0337004,Riviera Restaurant,119.54
2023/02/21,St. John's,4,To discuss constituency issues with stakeholders,Hosting a meeting,M0333717,Restaurant Terre,255.88
2023/02/22,St. John's,4,To discuss constituency issues with stakeholders,Hosting a meeting,M0333717,Merchant Tavern,100.18
2023/02/23,St. John's,10,To discuss constituency issues with stakeholders,Hosting a meeting,M0333717,Coffee Matters,217.84
2023/02/23,St. John's,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0333717,Delta St. John's Hotel,67.42
2023/02/24,St. John's,3,To discuss constituency issues with stakeholders,Hosting a meeting,M0333717,Mt. Pearl,35.75
2023/02/24,St. John's,5,To plan Member's priorities and activities,Hosting a staff event,M0336987,KFC,102.31
2023/03/10,Gatineau,10,"To discuss business of the House, caucus and committees",Hosting a staff event,M0337044,Subway,105.98
2023/03/10,Gatineau,10,"To discuss business of the House, caucus and committees",Hosting a staff event,M0337044,Tim Hortons,4.99
2023/03/12,St. John's,30,To celebrate a significant event,Hosting a town hall or community event,M0337684,The Church of the Good Shepherd,400.00
2023/03/16,St. John's,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0334272,Vu Restaurant,75.65
2023/03/17,Toronto,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0337036,Gusto 101,82.43
2023/03/20,Ottawa,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0334249,Riviera Restaurant,67.43
2023/03/22,St. John's,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0334272,Merchant Tavern,52.79
2023/03/28,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0337004,Riviera Restaurant,64.01
