Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/01,Maple Ridge,0,To meet visitors of Member’s office,Hosting a meeting,M0327309,Walmart,31.30
2022/04/01,Maple Ridge,0,To meet visitors of Member’s office,Hosting a meeting,M0335467,Walmart,95.90
2022/12/16,Maple Ridge,129,To meet constituents,Hosting a reception or open house,M0327309,Tim Hortons,38.98
2022/12/16,Maple Ridge,129,To meet constituents,Hosting a reception or open house,M0327309,Walmart,109.10
2022/12/22,Maple Ridge,4,To celebrate a significant event,Hosting a staff event,M0327309,Shinobi Sushi,84.46
2023/01/05,Maple Ridge,1,To meet constituents,Community activity or event,M0331274,Chamber of Commerce serving Maple Ridge & Pitt Meadows,10.00
2023/01/13,Pitt Meadows,0,To meet constituents,Community activity or event,M0331274,Chamber of Commerce serving Maple Ridge & Pitt Meadows,68.25
2023/01/22,Vancouver,1,To celebrate a significant event,"Gala, reception or ceremony",M0328393,2023 Spring Festival,50.00
2023/02/22,Maple Ridge,60,To meet constituents,Hosting a reception or open house,M0331274,Costco,72.93
2023/02/22,Maple Ridge,60,To meet constituents,Hosting a reception or open house,M0331590,Tim Hortons,169.30
2023/02/25,Maple Ridge,2,To meet constituents,"Gala, reception or ceremony",M0327309,Ridge Meadows South Asian Cultural Society,280.00
2023/03/25,Pitt Meadows,2,To celebrate a significant event,"Gala, reception or ceremony",M0331274,Chamber of Commerce serving Maple Ridge & Pitt Meadows,280.00
