Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/01,Halifax,0,To meet visitors of Member’s office,Hosting a meeting,M0325613,Shoppers Drug Mart,63.85
2022/04/01,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0335425,Wholesale Club,39.64
2022/04/01,Halifax,0,To meet visitors of Member’s office,Hosting a meeting,M0335425,Costco,44.99
2022/12/09,Halifax,1,To celebrate a significant event,"Gala, reception or ceremony",M0325583,Diman Association Canada,250.00
2022/12/13,Ottawa,10,"To discuss business of the House, caucus and committees",Hosting a meeting,M0325639,Tim Hortons,35.98
2023/01/20,Halifax,1,To attend staff events including training,"Gala, reception or ceremony",M0325111,My East Coast Experience Media Group Inc.,240.00
2023/01/31,Ottawa,11,"To discuss business of the House, caucus and committees",Hosting a meeting,M0327118,Tim Hortons,36.98
2023/02/04,Ottawa,2,To celebrate a significant event,"Gala, reception or ceremony",M0329012,"Saint Charbel Parish, Ottawa, Maronite Catholic Church",255.00
2023/02/11,Halifax,1,To celebrate a significant event,"Gala, reception or ceremony",M0330221,Africa Festival of Arts and Culture Society (AFACS),108.12
2023/03/06,Bedford,2,To celebrate a significant event,"Gala, reception or ceremony",M0331461,One Frame Production Company,227.64
2023/03/07,Halifax,2,To celebrate a significant event,"Gala, reception or ceremony",M0329636,Centre for Women in Business (CWB),180.00
2023/03/11,Halifax,3,To celebrate a significant event,"Gala, reception or ceremony",M0329636,The Epilepsy Association of the Maritimes (EAM),560.00
2023/03/21,Ottawa,100,To celebrate a significant event,Hosting a reception or open house,M0336585,Panagiota Tsitou,500.00
2023/03/25,Halifax,1,To celebrate a significant event,Community activity or event,M0335005,Flamenco en Rouge,50.00
