Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/12/01,Ottawa,2,To meet constituents,Hosting a meeting,M0323545,PARLIAMENTARY RESTAURANT,11.19
2022/12/04,Waterloo,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0330104,Edelweiss Tavern,81.47
2022/12/05,Ottawa,5,To discuss constituency issues with stakeholders,Hosting a meeting,M0323545,Parliamentary Restaurant,8.25
2023/01/16,Waterloo,2,To meet constituents,Hosting a meeting,M0329582,Korner Kitchen Breakfast & Lunch Eatery,40.84
2023/01/30,Ottawa,4,To meet constituents,Hosting a meeting,M0329582,Parliamentary Restaurant,103.73
2023/02/07,Ottawa,8,To meet visitors of Member’s office,Hosting a meeting,M0330060,Parliamentary Restaurant,22.92
2023/02/10,Waterloo,4,To meet constituents,Hosting a meeting,M0330060,The China Bowl,114.44
2023/02/11,Waterloo,3,To meet constituents,Hosting a meeting,M0330060,Browns Socialhouse,59.50
2023/02/13,Ottawa,8,To meet visitors of Member’s office,Hosting a meeting,M0330060,PARLIAMENTARY RESTAURANT,434.86
2023/02/21,Waterloo,10,To celebrate a significant event,Community activity or event,M0329386,Eventbrite / Pancake Lunch-25th annual edition,500.00
2023/03/07,Ottawa,4,To meet constituents,Hosting a meeting,M0332559,Parliamentary Restaurant,83.64
2023/03/08,Ottawa,3,To meet visitors of Member’s office,Hosting a meeting,M0335096,PARLIAMENTARY RESTAURANT,20.44
2023/03/21,Ottawa,3,To discuss constituency issues with stakeholders,Hosting a meeting,M0335096,PARLIAMENTARY RESTAURANT,23.18
2023/03/22,Ottawa,2,To meet constituents,Hosting a meeting,M0335096,PARLIAMENTARY RESTAURANT,72.65
2023/03/27,Ottawa,4,To meet constituents,Hosting a meeting,M0335486,PARLIAMENTARY RESTAURANT,100.12
2023/03/28,Ottawa,8,To meet constituents,Hosting a meeting,M0335486,MAMMA TERESA RISTORANTE,458.98
