Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/01,Winnipeg,0,To meet visitors of Member’s office,Hosting a meeting,M0334340,Sobeys Store 9511,19.99
2022/11/23,Ottawa,100,To celebrate a significant event,Hosting a town hall or community event,M0336532,Mask Productions/Groove Marketing,100.00
2022/12/06,Ottawa,5,To attend staff events including training,Hosting a staff event,M0323417,Parliamentary Restaurant,246.43
