Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/05/09,Ottawa,5,To meet visitors of Member’s office,Hosting a meeting,M0304092,Shoppers Drug Mart,27.96
2022/06/13,Ottawa,5,To plan Member's priorities and activities,Hosting a meeting,M0323816,Shoppers Drug Mart,-6.99
2022/09/21,Ottawa,5,To plan Member's priorities and activities,Hosting a meeting,M0323816,Shoppers Drug Mart,-31.96
2022/09/21,Delta,50,To meet constituents,Hosting a meeting,M0315934,Costco,147.00
2022/10/29,Delta,1,To celebrate a significant event,"Gala, reception or ceremony",M0318762,Delta Sport Hall of Fame,170.00
2022/11/24,Delta,300,To meet constituents,Community activity or event,M0323704,Costco,125.77
2022/12/03,Delta,145,To celebrate a significant event,Hosting a town hall or community event,M0326824,Golden Samosa Bakery - Queen's Platinum Jubilee Awards Ceremony,64.00
2022/12/03,Delta,145,To celebrate a significant event,Hosting a town hall or community event,M0326044,Andaaz Wedding Centre,259.00
2022/12/03,Delta,145,To celebrate a significant event,Hosting a town hall or community event,M0323607,"Delta Parks, Recreation & Culture",550.00
2022/12/15,Ottawa,12,To attend staff events including training,Hosting a staff event,M0326845,House of Commons Food Services — Services de restauration de la Chambre des communes,235.00
2023/01/26,Delta,15,To discuss constituency issues with stakeholders,Hosting a meeting,M0328194,Golden Samosa Bakery - Youth Council Meeting,34.00
2023/01/31,Ottawa,10,To meet constituents,Hosting a meeting,M0333380,Shoppers Drug Mart,31.96
2023/02/10,Delta,20,To discuss constituency issues with stakeholders,Hosting a meeting,M0333004,Pizza Hut,47.79
2023/02/11,Delta,1,To celebrate a significant event,"Gala, reception or ceremony",M0327610,Delta Community Foundation - Give from the Heart Gala,280.00
2023/03/07,Ottawa,10,To meet constituents,Hosting a meeting,M0333380,Shoppers Drug Mart,31.96
2023/03/10,Delta,20,To meet constituents,Hosting a meeting,M0333003,Costco - Tax Clinics,126.11
2023/03/10,Delta,15,To discuss constituency issues with stakeholders,Hosting a meeting,M0333004,Krispy Kreme,43.90
