Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/12/01,London,3,To celebrate a significant event,"Gala, reception or ceremony",M0324679,Canadian Cedars of hope,160.00
2022/12/16,London,100,To meet constituents,Hosting a reception or open house,M0323822,Zaatar Bakery & Sweets,312.34
2022/12/16,London,100,To meet constituents,Hosting a reception or open house,M0323822,Costco,56.44
2022/12/16,London,100,To meet constituents,Hosting a reception or open house,M0323822,Metro,260.98
2022/12/16,London,100,To meet constituents,Hosting a reception or open house,M0323822,Tim Hortons,39.98
2022/12/16,London,2,To meet constituents,Community activity or event,M0323822,R.C.A.F. ASS. 427w/ho,60.00
2022/12/16,London,100,To meet constituents,Hosting a reception or open house,M0323822,Circle K 64012,7.78
2023/01/20,London,10,To meet constituents,Hosting a town hall or community event,M0332165,Rico's Pizza,60.00
2023/02/04,London,3,To celebrate a significant event,"Gala, reception or ceremony",M0332165,London Canadian Chinese Council London,152.00
2023/02/10,London,1,To meet constituents,"Gala, reception or ceremony",M0332145," Youth Opportunities Unlimited",150.56
2023/03/03,London,4,To celebrate a significant event,"Gala, reception or ceremony",M0332145,London Abused Women Center,372.46
2023/03/17,London,1,To celebrate a significant event,Community activity or event,M0332145,Irish Benevolent Society,130.00
2023/03/21,London,15,To meet constituents,Hosting a town hall or community event,M0333086,Tim Hortons,46.17
