Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/10/26,Rimouski,1000,To celebrate a significant event,"Gala, reception or ceremony",M0325009,Fondation du Centre jeunesse du Bas-Saint-Laurent,140.00
2022/12/22,Rimouski,4,To plan Member's priorities and activities,Hosting a staff event,M0324930,Restaurant Le Lotus,151.25
2023/01/18,Rimouski,6,To plan Member's priorities and activities,Hosting a meeting,M0328084,La Cage,264.75
2023/01/19,Rimouski,4,To plan Member's priorities and activities,Hosting a staff event,M0329365,Pacini Rimouski,115.00
2023/02/17,Québec,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0331281,Le Quarante 7,100.65
2023/02/18,Rimouski,1,To celebrate a significant event,"Gala, reception or ceremony",M0329126,Agricultrices du Bas-Saint-Laurent,121.76
2023/03/01,Ottawa,20,"To discuss business of the House, caucus and committees",Hosting a meeting,M0333425,Le Cafeier,42.92
2023/03/01,Québec,3,"To discuss business of the House, caucus and committees",Hosting a meeting,M0333425,Le QG - District Gourmet,89.50
2023/03/03,Ottawa,3,To plan Member's priorities and activities,Hosting a staff event,M0333416,Café Nomade,37.00
2023/03/22,Rimouski,1,To discuss constituency issues with stakeholders,Hosting a town hall or community event,M0332892,Loisir et sport Bas-Saint-Laurent,50.00
2023/03/27,Rimouski,15,To discuss constituency issues with stakeholders,Hosting a meeting,M0334804,Presse Café Rimouski,301.35
2023/03/31,Rimouski,3,To plan Member's priorities and activities,Hosting a meeting,M0336070,Presse Café Rimouski,84.08
