Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2023/02/10,Lévis (Lévis),0,To meet constituents,"Gala, reception or ceremony",M0334284,Chambre de commerce et d'industrie du Grand Lévis,122.74
2023/03/02,Lévis (Lévis),1,To exchange with dignitaries,Community activity or event,M0330648,CHAMBRE DE COMMERCE DE LÉVIS,198.00
2023/03/22,Sainte-Claire,0,To meet constituents,"Gala, reception or ceremony",M0334284,SADC Bellechasse-Etchemins,74.95
