Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/01,Québec,0,To meet visitors of Member’s office,Hosting a meeting,M0331673,Métro Charlesbourg,15.99
2022/09/29,Montréal,2,To discuss constituency issues with stakeholders,Community activity or event,M0329043,Conseil des relations internationales de Montréal,210.00
2022/11/05,Charlesbourg,150,To celebrate a significant event,Hosting a town hall or community event,M0319380,"Boivin, Jacques",100.00
2022/11/30,Ottawa,3,To discuss constituency issues with stakeholders,Hosting a meeting,M0324169,Restaurant du Parlement/Food Services,234.50
2022/12/10,Charlesbourg,1,To meet constituents,Community activity or event,M0324163,"Compagnie des jeunes retraités, La",140.00
2023/01/17,Charlesbourg,25,To discuss constituency issues with stakeholders,Hosting a town hall or community event,M0327461,LaScène Lebourgneuf,1282.25
2023/02/10,Montréal,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0329557,Club Saint-James Mtl,106.20
2023/02/16,Charlesbourg,1,To meet constituents,Community activity or event,M0328499,Fondation du Rotary Charlesbourg,157.00
2023/03/07,Québec,1,To discuss constituency issues with stakeholders,Community activity or event,M0329510,Chambre de commerce de Québec,131.25
2023/03/25,Charlesbourg,1,To celebrate a significant event,"Gala, reception or ceremony",M0331930,"Commanderie des Côtes du Rhône ",140.00
2023/03/31,Charlesbourg,1,To meet constituents,Community activity or event,M0331378,Patro de Charlesbourg,150.00
