Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/01,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0330373,Staples,55.99
2022/04/01,Saint-Augustin-de-Desmaures,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0331768,Costco,44.99
2022/04/01,Saint-Augustin-de-Desmaures,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0324934,Costco,44.99
2022/06/01,Ottawa,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0334213,Food SErvices,3.90
2022/06/06,Québec,1,To meet constituents,"Gala, reception or ceremony",M0322654,Fondation CITÉ JOIE,280.00
2022/06/15,Saint-Augustin-de-Desmaures,2,To meet constituents,Hosting a meeting,M0334206,Proxi,8.59
2022/06/15,Saint-Augustin-de-Desmaures,2,To meet constituents,Hosting a meeting,M0334206,dépan. du coin,3.49
2022/11/09,Québec,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0324784,Portofino,75.98
2022/11/10,Québec,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0324784,Graffiti,68.59
2022/11/10,Québec,3,To discuss constituency issues with stakeholders,Hosting a meeting,M0324784,normandin,35.35
2022/11/25,Québec,1,To meet constituents,Community activity or event,M0336854,Fondation Héritage faune,240.00
2022/12/16,Québec,2,To meet constituents,Hosting a meeting,M0324784,St-Hubert,80.47
2022/12/20,Saint-Augustin-de-Desmaures,4,To celebrate a significant event,Hosting a staff event,M0324784,piezzatta,198.73
2023/01/10,Cap-Rouge,2,To meet constituents,Hosting a meeting,M0331768,Shaker,32.79
2023/01/12,Québec,2,To meet constituents,Hosting a meeting,M0331768,St-Hubert,64.66
2023/01/24,Québec,3,To meet constituents,Hosting a meeting,M0331768,Baton rouge,85.59
2023/01/24,Québec,2,To meet constituents,Hosting a meeting,M0331768,Normandin,26.79
2023/01/25,Québec,2,To meet constituents,Hosting a meeting,M0331768,St-hubert,57.04
2023/02/09,Ottawa,7,To meet visitors of Member’s office,Hosting a meeting,M0330373,Steakhouse,220.45
2023/02/24,Donnacona,3,To meet constituents,Hosting a meeting,M0334213,Brasserie la Fosse,127.80
2023/03/06,Saint-Augustin-de-Desmaures,5,To discuss constituency issues with stakeholders,Hosting a meeting,M0334206,Boucherie du Cap,20.47
2023/03/25,St-Raymond,4,To discuss constituency issues with stakeholders,"Gala, reception or ceremony",M0335436,Club Lions Saint-Raymond,360.00
