Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/05/11,Ottawa,30,"To discuss business of the House, caucus and committees",Hosting a meeting,M0329340,House of Commons Food Services — Services de restauration de la Chambre des communes,208.50
2022/12/07,Calgary,100,To meet constituents,Hosting a town hall or community event,M0323511,Courtyard by Marriott,1001.60
2022/12/15,Calgary,2,To meet constituents,Hosting a meeting,M0324896,Sauce,47.95
2023/01/24,Calgary,5,To meet constituents,Hosting a meeting,M0329341,Brekkie,40.40
2023/01/24,Calgary,5,To meet constituents,Hosting a meeting,M0329341,Golden Bell Vietnamese,63.81
2023/01/31,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0329341,Madisons New York Grill and Bar,186.53
2023/02/08,Ottawa,50,To meet visitors of Member’s office,Hosting a meeting,M0331370,WalMart,22.49
2023/02/25,Calgary,100,To meet constituents,Hosting a town hall or community event,M0337021,Walmart,55.92
2023/02/25,Calgary,100,To meet constituents,Hosting a town hall or community event,M0337021,Rebecca Habiak,230.00
2023/02/25,Calgary,100,To meet constituents,Hosting a town hall or community event,M0337021,Safeway,199.59
2023/03/10,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0337103,Madisons Bar and Grill,140.80
2023/03/22,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0337103,Parliamentry Dining Room,79.42
2023/03/24,Calgary,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0337105,Grey Eagle Restaurant,120.98
