Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/20,Gatineau,7,To celebrate a significant event,Hosting a staff event,M0322382,Fidélice,48.90
2022/06/18,Gatineau,250,To celebrate a significant event,Hosting a town hall or community event,M0326273,Club entrepot,655.75
2022/07/01,Aylmer,700,To celebrate a significant event,Community activity or event,M0318990,Metro- Marche Kelly,26.14
2022/07/01,Aylmer,700,To celebrate a significant event,Community activity or event,M0318990,Dollarama,13.50
2022/07/01,Aylmer,700,To celebrate a significant event,Community activity or event,M0318990,Rossy,7.62
2022/07/01,Aylmer,700,To celebrate a significant event,Community activity or event,M0318990,Bureau en gros,8.99
2022/07/01,Aylmer,700,To celebrate a significant event,Community activity or event,M0318990,Super C,210.16
2022/07/11,Gatineau,1,To meet constituents,"Gala, reception or ceremony",M0334656,APICA,75.00
2022/12/22,Gatineau,8,To celebrate a significant event,Hosting a staff event,M0326064,Bistro l'autre Oeil,232.15
2023/01/31,Gatineau,32,To discuss constituency issues with stakeholders,Hosting a town hall or community event,M0331872,"Maxi ",28.48
2023/02/08,Ottawa,50,To celebrate a significant event,Hosting a reception or open house,M0334656,House of Commons Food Services — Services de restauration de la Chambre des communes,42.17
2023/03/11,Gatineau,16,To meet constituents,Community activity or event,M0334643,Pizza Hut Aylmer,23.70
2023/03/18,Gatineau,19,To meet constituents,Community activity or event,M0334643,Boston Pizza,58.48
2023/03/25,Gatineau,41,To meet constituents,Community activity or event,M0334643,Pizza Hut Aylmer,23.97
