Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/05/28,Mississauga,4,To celebrate a significant event,Community activity or event,M0337149,carassauga,105.00
2022/05/28,Mississauga,8,To meet constituents,Community activity or event,M0337149,Portuguese cultural centre,120.00
2022/09/07,Mississauga,2,To meet constituents,Hosting a meeting,M0337148,cora's,45.73
2022/11/18,Mississauga,3,To exchange with dignitaries,Hosting a meeting,M0328402,leao douro,211.02
2022/11/26,Mississauga,2,To meet constituents,Hosting a meeting,M0337148,fred's bar and grill,50.55
2022/11/30,Ottawa,3,To exchange with dignitaries,Hosting a meeting,M0337206,parliamentary restaurant,160.34
2022/12/03,Mississauga,2,To meet constituents,Hosting a meeting,M0337148,fred's bar and grill,55.83
2022/12/06,Ottawa,2,To exchange with dignitaries,Hosting a meeting,M0337148,Parliamentary Restaurant,143.81
2023/01/24,Mississauga,2,To meet constituents,Hosting a meeting,M0328402,Fred's Bar and Grill,81.83
2023/02/05,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0333424,costco,75.98
2023/02/23,Mississauga,4,To exchange with dignitaries,Hosting a meeting,M0333421,Leao Duoro,230.57
2023/03/13,Mississauga,3,To meet constituents,Hosting a meeting,M0332937,Fred's bar and grill,110.17
2023/03/17,Mississauga,2,To meet constituents,Hosting a meeting,M0333418,Fat Fork,53.35
2023/03/25,Mississauga,0,To celebrate a significant event,"Gala, reception or ceremony",M0337212,FPCBP,60.00
2023/03/31,Brampton,0,To exchange with dignitaries,"Gala, reception or ceremony",M0336276,FPCBP,140.00
