Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/11/22,Ottawa,12,To meet visitors of Member’s office,Hosting a meeting,M0326647,Costco Wholesale,76.93
2023/01/08,Sault Ste. Marie,10,To discuss constituency issues with stakeholders,Hosting a meeting,M0326647,Superior Home Bakery,55.61
2023/02/16,Ottawa,3,To meet visitors of Member’s office,Hosting a meeting,M0335484,Farm Boy,32.20
