Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/09/02,Vancouver,3,To discuss constituency issues with stakeholders,Hosting a meeting,M0337266,Cafe Gloucester,68.48
2022/09/21,Ottawa,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0337266,Parliamentary Restaurant,79.53
2022/10/14,Vancouver,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0337266,Bin 4 Burger Lounge,58.46
2022/12/05,Vancouver,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0337266,White Spot,46.55
2022/12/14,Ottawa,20,"To discuss business of the House, caucus and committees",Hosting a meeting,M0334353,House of Commons Food Services — Services de restauration de la Chambre des communes,247.90
2023/01/05,Vancouver,2,To plan Member's priorities and activities,Hosting a staff event,M0337266,Sushi Van,42.21
2023/01/09,Vancouver,5,To plan Member's priorities and activities,Hosting a staff event,M0337266,Niu Niu BBQ Restaurant,302.96
2023/02/03,Ottawa,5,To plan Member's priorities and activities,Hosting a meeting,M0337266,The Parliamentary Restaurant,123.97
2023/02/07,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0337266,Eggspectation Ottawa,51.46
2023/02/28,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0337266,The Shore Club,76.31
2023/03/29,Ottawa,10,To celebrate a significant event,"Gala, reception or ceremony",M0337221,Ariana Kabab House,137.02
