Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/11/24,Ottawa,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0324875,Parliamentary Restaurant,61.30
2022/12/02,Airdrie,14,To celebrate a significant event,Hosting a town hall or community event,M0324715,Maverick's Donuts,72.00
2022/12/22,Calgary,6,To celebrate a significant event,Hosting a staff event,M0328033,Hayden Block,232.93
2022/12/22,Airdrie,60,To meet constituents,Hosting a reception or open house,M0324893,Costco,343.85
2022/12/22,Airdrie,60,To meet constituents,Hosting a reception or open house,M0324893,Sobeys,41.74
2023/01/17,Airdrie,8,To meet constituents,Hosting a meeting,M0328026,Tim Hortons,32.48
2023/01/19,Morley,3,To discuss constituency issues with stakeholders,Hosting a meeting,M0328026,Smitty's,42.24
2023/01/24,Airdrie,9,To meet constituents,Hosting a meeting,M0328026,Tim Hortons,32.48
2023/01/26,Gatineau,5,To attend staff events including training,Hosting a staff event,M0330855,Sterling Grillades,728.94
2023/01/31,Airdrie,6,To meet constituents,Hosting a meeting,M0329194,Tim Hortons,32.98
2023/02/07,Airdrie,7,To meet constituents,Hosting a meeting,M0329194,Tim Hortons,32.98
2023/02/10,Cochrane,5,To discuss constituency issues with stakeholders,Hosting a meeting,M0330855,Guy's Cafe & Bakery,81.00
2023/02/28,Airdrie,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0331240,Sorso Lounge,15.73
2023/02/28,Airdrie,7,To meet constituents,Hosting a meeting,M0331240,Tim Hortons,21.27
2023/03/03,Airdrie,200,To discuss constituency issues with stakeholders,Community activity or event,M0335168,Airdrie Chamber of Commerce,40.00
2023/03/11,Airdrie,500,To meet constituents,Community activity or event,M0330855,Airdrie Food Bank,65.00
2023/03/14,Cochrane,4,To discuss constituency issues with stakeholders,Hosting a meeting,M0335168,Guy's Cafe & Bakery,82.64
2023/03/28,Airdrie,11,To meet constituents,Hosting a meeting,M0335168,Tim Hortons,19.98
2023/03/30,Airdrie,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0335168,Toad n Turtle Airdrie,45.01
