Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/01,Windsor,0,To meet visitors of Member’s office,Hosting a meeting,M0332971,Zehrs great food,67.98
2022/05/13,Ottawa,15,To exchange with dignitaries,Hosting a reception or open house,M0329036,House of Commons Food Services — Services de restauration de la Chambre des communes,67.75
2022/10/28,Windsor,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0327452,Sandwich Nook,28.25
2022/11/15,Ottawa,20,To exchange with dignitaries,Hosting a reception or open house,M0321653,House of Commons Food Services — Services de restauration de la Chambre des communes,61.25
2022/11/19,Windsor,25,To meet constituents,Hosting a town hall or community event,M0327452,Tim Hortons,19.99
2022/12/12,Ottawa East,1,To plan Member's priorities and activities,Hosting a staff event,M0327452,L3B Sparks,33.20
2023/01/05,Windsor,2,"To discuss business of the House, caucus and committees",Hosting a staff event,M0335880,Parks and Rec Gastropub,60.00
2023/01/12,Windsor,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0335858,Sandwich Nook,37.50
2023/02/02,Ottawa,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0335858,Wilfrids Chateau Laurier,60.95
2023/02/06,Windsor,8,To plan Member's priorities and activities,Hosting a meeting,M0330199,Franco's East,88.85
2023/02/20,Windsor,1,To plan Member's priorities and activities,Hosting a meeting,M0335880,Grand Cantina,31.00
2023/02/22,Windsor,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0335858,Carrots n Dates,70.75
2023/02/25,Windsor,1,To meet constituents,"Gala, reception or ceremony",M0330629,ESSEX COUNTY CHINESE CANADIAN ASSOCATION,250.00
2023/03/03,Windsor,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0335858,Factory House,36.97
2023/03/08,Windsor,1,To celebrate a significant event,"Gala, reception or ceremony",M0328730,WEST Inc.,180.00
2023/03/18,Windsor,4,To meet constituents,"Gala, reception or ceremony",M0332943,Kandoo Realty,200.00
2023/03/24,Ottawa,5,To meet constituents,Hosting a meeting,M0335880,Spin Kitchen Marriott,195.00
2023/04/15,Windsor,25,To meet constituents,Hosting a town hall or community event,M0337445,Active Windsor,199.47
