Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/11/09,Burlington,2,To discuss constituency issues with stakeholders,Community activity or event,M0321267,Goodwill Amity,250.00
2023/02/18,Hamilton,1,To celebrate a significant event,"Gala, reception or ceremony",M0327996,"HAMILTON BLACK HISTORY COMMITTEE, THE",170.00
2023/02/20,Hamilton,135,To meet constituents,Hosting a town hall or community event,M0326186,The Dirty South,1890.00
2023/02/25,Hamilton,1,To celebrate a significant event,"Gala, reception or ceremony",M0328662,Centre de sante communautaire Hamilton/ Niagara,40.00
2023/03/02,Hamilton,1,To celebrate a significant event,"Gala, reception or ceremony",M0333557,YWCA HAMILTON,140.00
2023/03/15,Hamilton,25,To meet constituents,Community activity or event,M0333000,Second Cup Cafe,120.00
