Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/01,Mascouche,0,To meet visitors of Member’s office,Hosting a meeting,M0326689,Maxi,33.99
2022/05/02,Mascouche,0,To attend staff events including training,Hosting a staff event,M0330945,Maxi,21.60
2022/06/28,Mascouche,0,To attend staff events including training,Hosting a meeting,M0326689,Maxi,4.89
2022/11/01,Ottawa,4,To attend staff events including training,Hosting a staff event,M0330945,Maxi,5.09
2022/11/01,Mascouche,4,To attend staff events including training,Hosting a staff event,M0326689,Maxi,9.98
2022/11/24,Mascouche,60,To celebrate a significant event,Hosting a reception or open house,M0330550,SAQ,75.93
2022/11/25,Ottawa,2,To attend staff events including training,Hosting a staff event,M0330946,Service de restauration,7.80
2022/12/02,Mascouche,40,To celebrate a significant event,Hosting a reception or open house,M0330550,SAQ,58.14
2022/12/04,Saint-Lin - Laurentides,5,To meet constituents,Community activity or event,M0326676,Paroisse Bse Emilie-Gamelin Communauté St-Lin,300.00
2022/12/17,Mascouche,450,To meet constituents,Community activity or event,M0326664,FADOQ - Cercle d'Or de Mascouche,245.00
2022/12/19,Mascouche,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0326704,Poulet Nouveau,27.10
2022/12/21,Mascouche,4,To celebrate a significant event,Hosting a staff event,M0326720,Les Fous-Braques,372.95
2023/01/12,Saint-Liguori,200,To discuss constituency issues with stakeholders,"Gala, reception or ceremony",M0326690,Rendez-vous de la gestion agricole de Lanaudière,110.00
2023/01/23,Mascouche,40,To discuss constituency issues with stakeholders,Hosting a meeting,M0330945,Costco,91.03
2023/02/05,Saint-Calixte,50,To discuss constituency issues with stakeholders,Hosting a town hall or community event,M0330946,Halte Jardinière,43.96
2023/02/05,Saint-Calixte,50,To discuss constituency issues with stakeholders,Hosting a town hall or community event,M0330945,Costco,70.42
2023/02/05,Saint-Calixte,50,To discuss constituency issues with stakeholders,Hosting a town hall or community event,M0330945,Maxi,7.78
2023/02/11,Saint-Liguori,1,To celebrate a significant event,"Gala, reception or ceremony",M0336198,Fondation HOREB Saint-Jacques (,125.00
2023/02/12,Saint-Roch-de-l'Achigan,40,To discuss constituency issues with stakeholders,Hosting a town hall or community event,M0330946,Halte Jardinière,32.97
2023/02/19,Mascouche,60,To discuss constituency issues with stakeholders,Hosting a town hall or community event,M0330946,Halte Jardinière,32.97
2023/02/19,Mascouche,60,To discuss constituency issues with stakeholders,Hosting a town hall or community event,M0330946,Halte-Jardinière,10.99
2023/03/05,Saint-Jacques,50,To discuss constituency issues with stakeholders,Hosting a town hall or community event,M0332172,Halte Jardinière,65.94
2023/03/05,Saint-Jacques,50,To discuss constituency issues with stakeholders,Hosting a town hall or community event,M0332172,Métro,18.99
2023/03/05,Saint-Jacques,50,To discuss constituency issues with stakeholders,Hosting a town hall or community event,M0332172,Maxi,34.66
2023/03/05,Saint-Jacques,50,To discuss constituency issues with stakeholders,Hosting a town hall or community event,M0332172,Tim Hortons,39.98
2023/03/09,Saint-Calixte,40,To celebrate a significant event,Community activity or event,M0332614,Cercle des Fermières de Saint-Calixte,15.00
2023/03/11,L'Épiphanie,1,To celebrate a significant event,Community activity or event,M0332712,Fadoq L'Épiphanie,25.00
2023/03/18,Mascouche,0,To attend staff events including training,Hosting a meeting,M0334523,Costco,90.53
2023/03/18,Mascouche,1,To celebrate a significant event,Community activity or event,M0334781,Fadoq-Cercle d'Or de Mascouche,70.00
2023/03/18,Mascouche,250,To celebrate a significant event,Community activity or event,M0334269,FADOQ - Cerlce d'Or de Mascouche,35.00
2023/03/22,Saint-Liguori,125,To discuss constituency issues with stakeholders,Community activity or event,M0334302,Centre d'action bénévole Émilie-Gamelin,55.00
