Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/09/21,Markham,0,To meet visitors of Member’s office,Hosting a meeting,M0331833,Costco,135.96
2021/09/21,Markham,0,To meet visitors of Member’s office,Hosting a meeting,M0334378,Longos,8.98
2022/04/01,Markham,0,To meet visitors of Member’s office,Hosting a meeting,M0332527,Nofrills,4.79
2022/04/01,Markham,0,To meet visitors of Member’s office,Hosting a meeting,M0332799,Costco,83.12
2022/04/01,Markham,0,To meet visitors of Member’s office,Hosting a meeting,M0324074,NoFrills,4.79
2022/04/01,Markham,0,To meet visitors of Member’s office,Hosting a meeting,M0331810,Costco,42.99
2022/04/01,Markham,0,To meet visitors of Member’s office,Hosting a meeting,M0330398,NoFrills,4.79
2022/12/17,Markham,150,To discuss constituency issues with stakeholders,Hosting a town hall or community event,M0324450,Costco,3.99
2022/12/17,Markham,150,To discuss constituency issues with stakeholders,Hosting a town hall or community event,M0324444,Tim Hortons,39.98
2022/12/17,Markham,150,To discuss constituency issues with stakeholders,Hosting a town hall or community event,M0324455,NoFrills,13.00
2022/12/17,Markham,150,To discuss constituency issues with stakeholders,Hosting a town hall or community event,M0329570,Tim Hortons,19.99
2023/02/04,Markham,200,To celebrate a significant event,Hosting a town hall or community event,M0328095,Costco,143.69
2023/02/04,Markham,200,To celebrate a significant event,Hosting a town hall or community event,M0329213,Tim Hortons,39.98
2023/02/04,Markham,200,To celebrate a significant event,Hosting a town hall or community event,M0329110,T&T Supermarket,5.58
2023/02/04,Markham,200,To celebrate a significant event,Hosting a town hall or community event,M0328096,Dollarama,17.75
2023/02/04,Markham,200,To celebrate a significant event,Hosting a town hall or community event,M0329104,Tim Hortons,59.97
2023/02/04,Markham,200,To celebrate a significant event,Hosting a town hall or community event,M0329205,Pardee Party Rental,170.00
2023/02/04,Markham,200,To celebrate a significant event,Hosting a town hall or community event,M0329206,NoFrills,20.35
2023/02/04,Markham,200,To celebrate a significant event,Hosting a town hall or community event,M0329162,FullFresh Supermarket,29.88
2023/02/04,Markham,200,To celebrate a significant event,Hosting a town hall or community event,M0329215,Tim Hortons,39.98
2023/02/04,Markham,200,To celebrate a significant event,Hosting a town hall or community event,M0329097,Party Supply Depot,23.66
2023/02/04,Markham,200,To celebrate a significant event,Hosting a town hall or community event,M0328099,Gervais,182.50
2023/02/04,Markham,200,To celebrate a significant event,Hosting a town hall or community event,M0328097,One stop Dollar and more,29.71
2023/02/04,Markham,200,To celebrate a significant event,Hosting a town hall or community event,M0329171,Tim Hortons,19.99
2023/02/04,Markham,200,To celebrate a significant event,Hosting a town hall or community event,M0329177,Longos,12.98
2023/03/18,Aurora,100,To celebrate a significant event,Hosting a reception or open house,M0337016,"Mosavat, Salomeh",470.00
2023/03/25,Markham,45,To celebrate a significant event,"Gala, reception or ceremony",M0334496,Tim Hortons,39.98
