Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/12/07,Ottawa,15,To discuss constituency issues with stakeholders,Hosting a town hall or community event,M0327950,012-Autobus Galland,45.00
2022/12/07,Ottawa,15,To discuss constituency issues with stakeholders,Hosting a town hall or community event,M0327364,Super C,66.23
2022/12/07,Ottawa,15,To discuss constituency issues with stakeholders,Hosting a town hall or community event,M0327364,IGA,111.50
2022/12/09,Longueuil,10,To meet constituents,Hosting a meeting,M0323038,Nespresso,218.30
2022/12/20,Longueuil,100,To meet constituents,Hosting a town hall or community event,M0327313,"Guilbault, Ginette",400.00
2022/12/22,Longueuil,7,To celebrate a significant event,Hosting a staff event,M0327364,Sushi Hamachi,156.70
2023/01/12,Longueuil,2,To discuss constituency issues with stakeholders,"Gala, reception or ceremony",M0324526,CCIRS,106.50
2023/01/18,Longueuil,6,To plan Member's priorities and activities,Hosting a staff event,M0327364,Chez Vincent,166.49
2023/01/27,Longueuil,20,To discuss constituency issues with stakeholders,Hosting a town hall or community event,M0328105,Les Cuisiniers Différents,254.15
2023/01/27,Longueuil,30,To meet visitors of Member’s office,Hosting a meeting,M0327364,Nespresso,63.00
2023/03/08,Longueuil,3,To discuss constituency issues with stakeholders,Hosting a meeting,M0333855,Ben & Florentine,73.98
2023/03/15,Longueuil,20,To meet visitors of Member’s office,Hosting a meeting,M0333855,Nespresso,180.40
2023/03/17,Longueuil,2,To discuss constituency issues with stakeholders,Community activity or event,M0332257,CCIRS,241.50
2023/03/19,Longueuil,60,To meet constituents,Hosting a reception or open house,M0337256,Les Cuisiniers Différents,132.00
2023/03/19,Longueuil,60,To meet constituents,Hosting a reception or open house,M0333218,Érablière François Gauthier et fils,104.00
2023/03/19,Longueuil,60,To meet constituents,Hosting a reception or open house,M0333218,Costco,15.49
2023/03/19,Longueuil,60,To meet constituents,Hosting a reception or open house,M0333218,Mayrand,49.63
2023/03/19,Longueuil,60,To meet constituents,Hosting a reception or open house,M0333218,MAPAQ,36.00
2023/03/19,Longueuil,60,To meet constituents,Hosting a reception or open house,M0333218,Adonis,15.45
2023/03/19,Longueuil,60,To meet constituents,Hosting a reception or open house,M0333218,Maxi,88.47
