Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/07/04,Scarborough,4,To meet constituents,Community activity or event,M0319158,Dominos Pizza,11.48
2023/02/13,Ottawa,10,"To discuss business of the House, caucus and committees",Hosting a meeting,M0331039,House of Commons Food Services — Services de restauration de la Chambre des communes,131.25
