Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/12/20,Fredericton,7,To plan Member's priorities and activities,Hosting a staff event,M0326873,Milda's Pizza & More,161.81
2022/12/21,Fredericton,50,To meet constituents,Hosting a reception or open house,M0327347,Jennas Nut-Free Dessertery Inc,360.00
2022/12/21,Fredericton,50,To meet constituents,Hosting a reception or open house,M0326873,Atlantic SuperStore,67.44
