Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/10/11,Edmonton,4,"To discuss business of the House, caucus and committees",Hosting a meeting,M0323954,Save on Foods,3.65
2022/10/11,Edmonton,4,"To discuss business of the House, caucus and committees",Hosting a meeting,M0323954,Walmart,25.65
2022/11/09,Leduc,15,To meet constituents,Hosting a town hall or community event,M0323954,Tim Hortons,35.48
2022/12/16,Edmonton,25,To meet constituents,Hosting a town hall or community event,M0323954,Costco,410.20
2022/12/16,Edmonton,25,To meet constituents,Hosting a town hall or community event,M0323954,Starbucks Coffee,115.00
2022/12/17,Leduc,20,To meet constituents,Hosting a town hall or community event,M0325129,Kosmos Restaurant & Lounge,95.00
2022/12/17,Wetaskiwin,25,To meet constituents,Hosting a town hall or community event,M0324972,Beans Coffee Bar & Bistro,192.80
2022/12/17,Westerose,20,To meet constituents,Hosting a town hall or community event,M0324972,Eco Cafe,243.10
2022/12/17,Beaumont,20,To meet constituents,Hosting a town hall or community event,M0325129,Jef s Café,244.00
2022/12/19,Edmonton,7,To celebrate a significant event,Hosting a staff event,M0325134,Local Public Eatery,278.50
2023/01/12,Edmonton,3,To meet constituents,Hosting a meeting,M0329857,Starbucks Coffee Canada,18.70
2023/01/13,Leduc,0,To discuss constituency issues with stakeholders,Community activity or event,M0329667,Leduc Regional Chamber of Commerce,40.00
2023/01/14,Leduc,2,To meet constituents,Hosting a meeting,M0329857,Starbucks Coffee Canada,8.50
2023/01/19,Edmonton,2,To meet constituents,Hosting a meeting,M0335286,Save on Foods,2.05
2023/01/20,Wetaskiwin,40,To discuss constituency issues with stakeholders,Community activity or event,M0337470,Leduc Regional Chamber of Commerce,35.00
2023/02/27,Edmonton,40,To meet constituents,Hosting a town hall or community event,M0335277,Sobeys,48.09
2023/02/27,Edmonton,40,To meet constituents,Hosting a town hall or community event,M0335277,City of Leduc,60.00
2023/02/27,Edmonton,40,To meet constituents,Hosting a town hall or community event,M0335277,Save on Foods,18.29
2023/02/27,Edmonton,40,To meet constituents,Hosting a town hall or community event,M0335277,Tim Hortons,39.98
2023/02/28,Edmonton,3,To meet constituents,Hosting a meeting,M0329857,Starbucks Coffee,13.85
2023/03/01,Edmonton,60,To meet constituents,Hosting a town hall or community event,M0335286,Tim Hortons,39.98
2023/03/01,Edmonton,60,To meet constituents,Hosting a town hall or community event,M0335277,City of Leduc,60.00
2023/03/01,Edmonton,60,To meet constituents,Hosting a town hall or community event,M0335277,Save on Foods,40.24
2023/03/02,Edmonton,2,To meet constituents,Hosting a meeting,M0335565,Jef's Cafe,14.70
2023/03/03,Edmonton,20,To meet constituents,Hosting a town hall or community event,M0335277,Save on Foods,4.99
2023/03/11,Leduc,40,To discuss constituency issues with stakeholders,"Gala, reception or ceremony",M0334136,"Leduc Regional Chamber of Commerce ",280.00
2023/03/13,Leduc,22,To meet constituents,Hosting a town hall or community event,M0335286,Tim Hortons,39.98
2023/03/13,Leduc,22,To meet constituents,Hosting a town hall or community event,M0335286,Save on Foods,20.46
2023/03/15,Edmonton,20,To meet constituents,Hosting a town hall or community event,M0335286,Royal Canadian Legion Branch,125.00
2023/03/15,Edmonton,20,To meet constituents,Hosting a town hall or community event,M0335286,Save on Foods,26.87
