Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/10/14,Beamsville,3,To meet constituents,Hosting a meeting,M0325384,Crabby Joe's,70.31
2022/11/01,Stoney Creek,4,To meet constituents,Hosting a meeting,M0325384,Jack Astors,113.97
2022/12/08,St. Catharines,2,To meet constituents,Hosting a meeting,M0325384,Big Marcos,45.73
2022/12/15,Vineland,4,To meet constituents,Hosting a meeting,M0325384,The Local eat+drink Inc.,82.36
2022/12/18,Ohsweken,3,To meet constituents,Hosting a meeting,M0325384,Burger Barn,73.06
2022/12/29,Welland,2,To meet constituents,Hosting a meeting,M0325384,Stacked Pancake & Breakfast House,42.79
2023/01/03,Fonthill,4,To meet constituents,Hosting a meeting,M0325384,My Place Bar and Grill,148.61
2023/01/12,Fonthill,2,To meet constituents,Hosting a meeting,M0329393,Domenic's on 20,38.88
2023/01/25,Fenwick,3,To celebrate a significant event,Hosting a meeting,M0329393,Broken Gavel,140.38
2023/01/27,Ottawa,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0329393,Golden Palace,66.10
2023/02/03,Beamsville,2,To meet constituents,Hosting a meeting,M0329393,Beamsville Relay Station,45.48
2023/02/03,Fonthill,3,To meet constituents,Hosting a meeting,M0329393,Peter Piper's Pub House,95.02
2023/02/09,Vineland,2,To meet constituents,Hosting a meeting,M0332297,The Local,84.90
2023/02/10,Beamsville,2,To meet constituents,Hosting a meeting,M0332297,Your Heighbourhood Restaurant,47.31
2023/02/11,Welland,4,To meet constituents,Hosting a meeting,M0332297,Lung fong,77.39
2023/02/14,Ottawa,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0332297,Parliamentary Restaurant,102.00
2023/02/16,Welland,4,To meet constituents,Hosting a meeting,M0332297,Mr Mikes,108.12
2023/02/23,St. Catharines,7,To discuss constituency issues with stakeholders,Hosting a meeting,M0332297,Cafe Amore,228.25
2023/03/08,Beamsville,3,To meet constituents,Hosting a meeting,M0332297,Crabby Joe's,115.10
2023/03/21,Ottawa,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0337371,Nate's,48.11
2023/03/22,Ottawa,4,To discuss constituency issues with stakeholders,Hosting a meeting,M0337371,Parliamentary Restaurant,169.19
