Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/10/15,Vaughan,6,To plan Member's priorities and activities,Hosting a staff event,M0323206,Tim Hortons,24.78
2022/11/30,Ottawa,10,To plan Member's priorities and activities,Hosting a meeting,M0323206,Tim Hortons,25.78
2022/11/30,Ottawa,10,To plan Member's priorities and activities,Hosting a meeting,M0323206,Parliamentary Restaurant,43.51
2023/01/02,Vaughan,100,To meet constituents,Hosting a town hall or community event,M0326945,Food Basics,14.94
2023/01/02,Vaughan,100,To meet constituents,Hosting a town hall or community event,M0326945,Tim Hortons,304.55
2023/01/02,Vaughan,100,To meet constituents,Hosting a town hall or community event,M0324305,City of Vaughan,513.38
2023/01/23,Toronto,1,To celebrate a significant event,"Gala, reception or ceremony",M0327355,Albany Club,206.00
2023/02/06,Ottawa,20,To meet visitors of Member’s office,Hosting a meeting,M0332728,Metro,44.74
2023/02/20,King,100,To meet constituents,Hosting a town hall or community event,M0332728,Tim Hortons,314.37
2023/02/20,King,100,To meet constituents,Hosting a town hall or community event,M0332728,Dollarama,9.00
2023/02/20,King,100,To meet constituents,Hosting a town hall or community event,M0332728,Freshco,21.45
