Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2023/03/08,Ottawa,6,"To discuss business of the House, caucus and committees",Hosting a meeting,M0337443,Parliamentary Restaurant,272.75
2023/03/09,Ottawa,1,To meet constituents,Hosting a meeting,M0337443,L3B Sparks,55.95
2023/03/17,Armstrong,15,To discuss constituency issues with stakeholders,Hosting a town hall or community event,M0332833,"Country Manor Catering ",281.43
2023/03/21,Ottawa,3,To meet constituents,Hosting a meeting,M0337443,Independent Grocer,57.70
2023/03/23,Ottawa,2,To meet constituents,Hosting a meeting,M0337443,Milestones,180.00
