Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/01,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0327640,Nespresso,138.40
2022/04/01,Milton,0,To meet visitors of Member’s office,Hosting a meeting,M0327640,Shoppers Drug Mart,3.89
2022/04/01,Milton,0,To meet visitors of Member’s office,Hosting a meeting,M0334268,Nespresso,105.90
2022/04/01,Milton,0,To meet visitors of Member’s office,Hosting a meeting,M0323776,Nespresso,72.40
2022/11/09,Milton,25,To discuss constituency issues with stakeholders,Hosting a meeting,M0328930,Paramount Fine Foods Milton,500.00
2022/12/13,Ottawa,8,To plan Member's priorities and activities,Hosting a staff event,M0323776,Nate's Ottawa,146.67
2022/12/22,Milton,30,To meet constituents,Community activity or event,M0325409,Tim Hortons,24.78
2023/01/10,Milton,4,To plan Member's priorities and activities,Hosting a meeting,M0325409,Domino's Pizza,25.85
2023/02/05,Milton,175,To meet constituents,Hosting a town hall or community event,M0329698,Tim Hortons,136.77
2023/02/05,Milton,175,To meet constituents,Hosting a town hall or community event,M0329698,Town of Milton,428.18
2023/02/05,Milton,175,To meet constituents,Hosting a town hall or community event,M0329698,Kase Insurance Inc,167.40
2023/03/17,Milton,15,To celebrate a significant event,Hosting a reception or open house,M0337438,Tim Hotons,29.48
2023/03/27,Milton,200,To celebrate a significant event,Hosting a town hall or community event,M0331384,Town of Milton,1514.32
2023/03/27,Milton,200,To celebrate a significant event,Hosting a town hall or community event,M0331384,KASE Insurance Inc.,323.24
