Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/01,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0332783,Rexall,31.74
2022/04/01,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0325735,Rexall,16.28
2022/05/30,Ottawa,1,To meet constituents,"Gala, reception or ceremony",M0337607,Eventbrite,214.20
2022/05/31,Ottawa,1,To discuss constituency issues with stakeholders,"Gala, reception or ceremony",M0337607,Eventbrite,214.20
2022/09/06,Kingsville,60,To celebrate a significant event,"Gala, reception or ceremony",M0336958,New California Trinity United Church,500.00
2022/12/05,Ottawa,7,To celebrate a significant event,Hosting a staff event,M0336958,Food Services,312.00
2023/01/22,Essex,68,To meet constituents,Hosting a reception or open house,M0332703,Tim Hortons,145.97
2023/01/22,Essex,68,To meet constituents,Hosting a reception or open house,M0332703,EZ Treats,330.00
2023/01/25,Ottawa,10,To attend staff events including training,Hosting a staff event,M0332906,Baton Rouge,451.50
2023/02/25,Windsor,2,To celebrate a significant event,"Gala, reception or ceremony",M0332783,Essex County Chinese Canadian Association,250.00
2023/02/27,Leamington,6,To attend staff events including training,Hosting a staff event,M0332703,Jose's Bar and Grill,148.99
2023/03/06,Ottawa,4,To meet constituents,Hosting a meeting,M0332703,Madisons New York Grill and Bar,219.00
