Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/01,Oshawa,0,To meet visitors of Member’s office,Hosting a meeting,M0330775,Real Canadian Superstore,9.97
2022/04/01,Oshawa,0,To meet visitors of Member’s office,Hosting a meeting,M0328695,Costco,68.98
2022/04/01,Oshawa,0,To meet visitors of Member’s office,Hosting a meeting,M0328695,nofrills,9.58
2022/12/16,Oshawa,144,To celebrate a significant event,Hosting a reception or open house,M0327268,Party City,13.96
2022/12/16,Oshawa,144,To celebrate a significant event,Hosting a reception or open house,M0327268,Andrew Herc,250.00
2022/12/16,Oshawa,144,To celebrate a significant event,Hosting a reception or open house,M0327272,Ladies Auxiliary RCL BR.43,1449.00
2022/12/16,Oshawa,144,To celebrate a significant event,Hosting a reception or open house,M0327268,Randy Nickerson,200.00
2022/12/16,Oshawa,144,To celebrate a significant event,Hosting a reception or open house,M0327268,Sobeys,32.00
2022/12/16,Oshawa,144,To celebrate a significant event,Hosting a reception or open house,M0327269,Costco,156.87
2022/12/21,Oshawa,6,To plan Member's priorities and activities,Hosting a staff event,M0326229,Avanti Trattoria,333.93
2023/02/22,Oshawa,28,To meet constituents,Hosting a town hall or community event,M0331351,Coffee Culture,94.41
2023/02/25,Oshawa,52,To meet constituents,Hosting a town hall or community event,M0331351,Coffee Time,82.65
2023/02/28,Oshawa,32,To meet constituents,Hosting a town hall or community event,M0331351,Quick Flame Restaurant,78.65
2023/03/01,Oshawa,42,To meet constituents,Hosting a town hall or community event,M0331351,OSCC,59.75
