Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/12/07,Ottawa,4,To plan Member's priorities and activities,Hosting a staff event,M0331576,Play Food & Wine,134.00
2023/01/12,Victoria,1,"To discuss business of the House, caucus and committees",Hosting a meeting,M0330211,PiCNiC Too,43.98
2023/01/14,Victoria,50,To meet constituents,Hosting a town hall or community event,M0330211,PiCNic Too,383.47
2023/01/25,Victoria,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0330211,Baan Thai Restaurant,87.47
2023/01/28,Victoria,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0330211,be love,89.13
2023/02/17,Victoria,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0333374,PiCNiC Too,31.25
2023/02/22,Victoria,6,To plan Member's priorities and activities,Hosting a staff event,M0331576,Cheryl's Gourmet Pantry,217.50
2023/02/22,Victoria,6,To plan Member's priorities and activities,Hosting a staff event,M0331576,The Canadian Brewhouse,146.36
2023/02/23,Victoria,6,To attend staff events including training,Hosting a staff event,M0331576,Cheryl's Gourmet Pantry,177.70
2023/02/24,Victoria,5,To attend staff events including training,Hosting a staff event,M0331576,Cheryl's Gourmet Pantry,189.70
2023/02/24,Victoria,2,To plan Member's priorities and activities,Hosting a staff event,M0333374,Cheryl's Gourmet Pantry,54.90
2023/03/01,Victoria,1,To meet constituents,Hosting a meeting,M0334755,PiCNiC Too,41.67
2023/03/15,Victoria,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0333374,PiCNiC Too,56.72
2023/03/15,Victoria,1,To meet constituents,Hosting a meeting,M0333374,Bubby Rose's Bakery,9.78
2023/03/15,Ottawa,1,To meet constituents,Hosting a meeting,M0333374,PiCNiC Too,19.10
