Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/04/01,Montréal-Nord,0,To meet constituents,Hosting a meeting,M0296708,M. FERAS AL SHAMAAH,66.93
2021/10/30,Chambly,2,To exchange with dignitaries,Meal at a community activity or event,M0286467,RISTORANTE TRE COLORI,108.24
2021/11/19,Laval,1,To exchange with dignitaries,Hosting a meeting,M0286467,RISTORANTE PORTOVINO,124.84
2021/12/13,Montréal-Nord,4,To attend staff events including training,Hosting a staff event,M0287121,MAGDY TEBECHRANI,31.94
2021/12/17,Laval,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0289394,Restaurant Luganos,94.34
2022/01/24,Brantford,3,To plan Member's priorities and activities,Hosting a meeting,M0298999,LOUIS & JACOB RESTO BAR,108.17
2022/02/23,Montréal-Nord,9,To meet visitors of Member’s office,Meal at a community activity or event,M0293511,MARCHE DIAZ,4.38
2022/02/23,Montréal-Nord,9,To meet visitors of Member’s office,Meal at a community activity or event,M0293511,SUPER C,10.00
2022/02/23,Montréal-Nord,9,To meet visitors of Member’s office,Meal at a community activity or event,M0293511,MONSIEUR SHAWARMA,28.97
2022/03/03,Montréal-Nord,30,To celebrate a significant event,Meal at a community activity or event,M0294821,MAYRAND,51.98
2022/03/08,Montréal-Nord,90,To celebrate a significant event,Hosting a town hall or community event,M0295106,"Clermont, Geneviève",250.00
2022/03/16,Montréal-Nord,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0298618,HOAN LAN,25.00
2022/03/19,Montreal,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0298618,RESTAURANT KAMUY,115.00
2022/03/31,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a staff event,M0298999,LA FOURCHETTE ANTILLAISE,149.99
