Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/01/19,Surrey,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0290494,Dubliin Crossing Irish Pub,50.85
2022/02/05,Langley,1,To discuss constituency issues with stakeholders,Meal at a community activity or event,M0293923,Rotary Club of Langley Central,60.00
2022/02/19,Surrey,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0292155,Fox & Fiddle,22.22
2022/03/08,Surrey,14,To discuss constituency issues with stakeholders,Hosting a meeting,M0298301,Denji Japanese Restaurant,67.10
2022/03/08,Surrey,14,To discuss constituency issues with stakeholders,Hosting a meeting,M0298301,Save-On-Foods,84.77
2022/03/08,Surrey,14,To discuss constituency issues with stakeholders,Hosting a meeting,M0298301,Starbucks,18.95
2022/03/10,Richmond,1,To exchange with dignitaries,"Meal at a gala, reception or ceremony",M0294778,BC Tourism,125.00
2022/03/11,Surrey,4,To attend staff events including training,Hosting a meeting,M0295370,Clayton Gate Pizza,32.55
2022/03/17,Surrey,0,To celebrate a significant event,Meal at a community activity or event,M0295749,National Association of Federal Retirees,25.00
2022/03/18,Surrey,2,To attend staff events including training,Hosting a staff event,M0296379,Clayton Gate Pizza,34.65
2022/03/25,Surrey,1,To meet constituents,"Meal at a gala, reception or ceremony",M0296714,Cloverdale Chamber of Commerce,25.00
2022/03/29,Surrey,0,To meet constituents,Meal at a community activity or event,M0295221,Cloverdale Chamber of Commerce,35.00
