Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/09/22,Morell,1,To meet constituents,Hosting a meeting,M0290515,Holy Cow Restaurant,45.51
2021/09/23,Montague,2,To meet constituents,Hosting a meeting,M0290515,Lady's Slipper Cafe,56.73
2021/09/28,Montague,1,To meet constituents,Hosting a meeting,M0290515,Lady's Slipper Cafe,23.54
2021/10/04,Montague,1,To meet constituents,Hosting a meeting,M0290515,Lady's Slipper Cafe,24.74
2021/10/06,Fortune Bridge,1,To meet constituents,Hosting a meeting,M0290515,Strait Goods Eatery,38.62
2021/10/08,Morell,1,To meet constituents,Hosting a meeting,M0290515,Holy Cow Restaurant,52.99
2021/10/13,Charlottetown,1,To meet constituents,Hosting a meeting,M0290515,Papa Joe's Restaurant,63.96
2021/10/14,Montague,1,To meet constituents,Hosting a meeting,M0290515,Lady's Slipper Cafe,26.55
2021/10/16,Cardigan,3,To meet constituents,Hosting a meeting,M0290515,Clam Diggers,133.43
2021/10/17,St. Peters Bay,2,To meet constituents,Hosting a meeting,M0290515,Rick's Fish N Chips,81.80
2021/10/18,Montague,1,To meet constituents,Hosting a meeting,M0290538,Lady's Slipper Cafe,26.55
2021/10/21,Ottawa,1,"To discuss business of the House, caucus and committees",Hosting a meeting,M0290538,Baton Rouge,92.06
2021/10/29,Cardigan,1,To meet constituents,Hosting a meeting,M0290538,Clam Diggers,75.52
2021/11/01,Ottawa,1,To meet constituents,Hosting a meeting,M0290538,Al's Steak House,127.38
2021/11/08,Hull,3,"To discuss business of the House, caucus and committees",Hosting a meeting,M0290538,St-Hubert,116.65
2021/11/12,Ottawa,5,"To discuss business of the House, caucus and committees",Hosting a meeting,M0290538,Zak's Diner,93.48
2021/11/13,Mount Stewart,1,To meet constituents,Hosting a meeting,M0290538,Peakes Tee,41.02
2021/11/17,Fortune Bridge,1,To meet constituents,Hosting a meeting,M0290538,Strait Goods Eatery,33.80
2021/12/15,Ottawa,3,"To discuss business of the House, caucus and committees",Hosting a meeting,M0290538,Fratelli,368.10
2021/12/17,Montague,1,To meet constituents,Hosting a meeting,M0298655,Dynasty Restaurant,38.87
2021/12/20,Montague,3,To meet constituents,Hosting a meeting,M0298655,Lady's Slipper Cafe,59.14
2021/12/31,Morell,2,To meet constituents,Hosting a meeting,M0298655,Holy Cow Burger and Wings,54.00
2022/01/13,Montague,4,To meet constituents,Hosting a meeting,M0298655,Dynasty Restaurant,58.63
2022/01/14,Montague,4,To meet constituents,Hosting a meeting,M0298655,Dynasty Restaurant,123.41
2022/01/21,Stratford,2,To meet constituents,Hosting a meeting,M0298655,Phinley's Diner,46.97
2022/02/05,Fortune Bridge,1,To meet constituents,Hosting a meeting,M0298662,Strait Goods Eatery,52.28
2022/02/13,Morell,3,To meet constituents,Hosting a meeting,M0298662,Holy Cow Restaurant,67.04
2022/02/17,Cardigan,1,To meet constituents,Hosting a meeting,M0298655,Clam Diggers,64.76
2022/02/22,Montague,3,To meet constituents,Hosting a meeting,M0298655,Dynasty Restaurant,90.93
2022/02/24,Montague,1,To meet constituents,Hosting a meeting,M0298655,Lady's Clipper Cafe,26.55
2022/02/25,Fortune Bridge,1,To meet constituents,Hosting a meeting,M0298655,Strait Goods Eatery,27.68
2022/03/05,Cardigan,3,To meet constituents,Hosting a meeting,M0298662,Clam Diggers,141.76
2022/03/07,Cardigan,3,To meet constituents,Hosting a meeting,M0298662,Clam Diggers,156.91
2022/03/07,Montague,4,To meet constituents,Hosting a meeting,M0298662,Montague Pizza Delight,80.19
2022/03/08,Fortune Bridge,5,To meet constituents,Hosting a meeting,M0298662,Strait Goods Eatery,127.94
2022/03/12,Cornwall,1,To meet constituents,Hosting a meeting,M0298662,Sam's Family Restaurant,23.92
2022/03/17,Montague,1,To meet constituents,Hosting a meeting,M0298662,Montague Pizza Delight,36.89
2022/03/18,Montague,3,To meet constituents,Hosting a meeting,M0298662,Dynasty Restaurant,59.86
2022/03/20,Charlottetown,1,To meet constituents,Hosting a meeting,M0298662,Swiss Chalet,40.16
2022/03/28,Ottawa,3,"To discuss business of the House, caucus and committees",Hosting a meeting,M0298709,Keg,252.61
2022/03/30,Ottawa,1,"To discuss business of the House, caucus and committees",Hosting a meeting,M0298709,Mama Teresa Ristorante,142.50
