Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/09/21,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0295077,Independent,52.44
2021/09/23,Charlottetown,1,To meet constituents,Hosting a meeting,M0289549,Casa Mia Cafe,18.64
2021/09/29,Charlottetown,1,To meet constituents,Hosting a meeting,M0289549,Papa John's Pizza,23.90
2021/09/30,Charlottetown,2,To meet constituents,Hosting a meeting,M0289549,Casa Mia Cafe,67.96
2021/10/25,Cornwall,6,To meet constituents,Hosting a meeting,M0289691,Tim Hortons,28.98
2021/11/02,Charlottetown,1,To meet constituents,Hosting a meeting,M0289705,Casa Mia Cafe,36.19
2021/11/03,Ottawa,1,"To discuss business of the House, caucus and committees",Hosting a meeting,M0289705,"D'Arcy McGee's ",48.80
2021/11/03,Ottawa,1,"To discuss business of the House, caucus and committees",Hosting a meeting,M0289705,Nates Deli,39.08
2021/11/04,Ottawa,1,"To discuss business of the House, caucus and committees",Hosting a meeting,M0289705,Bridgehead,11.00
2021/11/05,Ottawa,1,"To discuss business of the House, caucus and committees",Hosting a meeting,M0289705,Bridgehead,11.17
2021/11/05,Ottawa,1,"To discuss business of the House, caucus and committees",Hosting a meeting,M0289705,3 Brewers Sparks,43.59
2021/11/05,Montreal,1,"To discuss business of the House, caucus and committees",Hosting a meeting,M0289705,HMS Host,45.82
2021/11/07,Ottawa,0,"To discuss business of the House, caucus and committees",Hosting a meeting,M0289705,A&W,6.99
2021/11/08,Ottawa,0,"To discuss business of the House, caucus and committees",Hosting a meeting,M0289705,Bridgehead,6.96
2021/11/16,Charlottetown,1,To meet constituents,Hosting a meeting,M0289705,Casa Mia Cafe,30.02
2021/11/19,Toronto,1,"To discuss business of the House, caucus and committees",Hosting a meeting,M0289728,HMS Host,31.00
2021/11/19,Ottawa,1,"To discuss business of the House, caucus and committees",Hosting a meeting,M0289728,Milestone's,98.08
2021/11/20,Ottawa,1,"To discuss business of the House, caucus and committees",Hosting a meeting,M0289728,Rabbit Hole,57.76
2021/11/20,Ottawa,1,"To discuss business of the House, caucus and committees",Hosting a meeting,M0289728,Zak's Diner,33.47
2021/11/21,Ottawa,1,"To discuss business of the House, caucus and committees",Hosting a meeting,M0289728,The Clarendon Tavern,52.95
2021/11/30,Charlottetown,1,To meet constituents,Hosting a meeting,M0289728,Casa Mia Cafe,24.29
2021/12/03,Montreal,1,"To discuss business of the House, caucus and committees",Hosting a meeting,M0290013,HMS Host,26.53
2021/12/05,Ottawa,1,"To discuss business of the House, caucus and committees",Hosting a meeting,M0290013,Pizza Pizza,22.49
2021/12/06,Ottawa,1,"To discuss business of the House, caucus and committees",Hosting a meeting,M0290013,JJ'S Market,17.68
2021/12/07,Ottawa,0,"To discuss business of the House, caucus and committees",Hosting a meeting,M0290013,Food Services,6.65
2021/12/08,Ottawa,0,"To discuss business of the House, caucus and committees",Hosting a meeting,M0290013,Food Services,6.85
2021/12/08,Ottawa,1,"To discuss business of the House, caucus and committees",Hosting a meeting,M0290013,Rabbit Hole,58.14
2021/12/10,Ottawa,0,"To discuss business of the House, caucus and committees",Hosting a meeting,M0290013,Ottawa Marriott Hotel,9.05
2021/12/11,DeSable,2,To meet constituents,Hosting a meeting,M0290013,Kwik Way,29.75
2021/12/11,Albany,1,To meet constituents,Hosting a meeting,M0290013,The Handpie Company,17.59
2021/12/12,Cornwall,5,To meet constituents,Hosting a meeting,M0290013,Robin's Donuts,32.28
2021/12/12,Ottawa,1,"To discuss business of the House, caucus and committees",Hosting a meeting,M0290021,Royal Oak 13,37.91
2021/12/14,Ottawa,1,"To discuss business of the House, caucus and committees",Hosting a meeting,M0290021,Royal Oak 13,54.55
2021/12/15,Ottawa,1,"To discuss business of the House, caucus and committees",Hosting a meeting,M0290021,Food Services,11.35
2021/12/16,Ottawa,0,"To discuss business of the House, caucus and committees",Hosting a meeting,M0290021,Booster Juice,15.29
2021/12/18,Charlottetown,2,To meet constituents,Hosting a meeting,M0290021,Leonhard's Cafe & Restaurant,33.81
2021/12/23,Charlottetown,2,To meet constituents,Hosting a meeting,M0290021,Leonhard's Cafe & Restaurant,47.14
2022/01/18,Albany,2,To meet constituents,Hosting a meeting,M0295787,Handpie Company,17.50
2022/02/06,Ottawa,2,To plan Member's priorities and activities,Hosting a meeting,M0295787,"Zak's Diner ",37.98
2022/02/09,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0295787,Aulde Dubliner & Pour House,57.40
2022/02/18,Ottawa,2,To plan Member's priorities and activities,Hosting a meeting,M0295787,Red Pepper Thai,37.23
2022/02/20,Ottawa,2,To plan Member's priorities and activities,Hosting a meeting,M0295787,Zak's Diner,50.52
2022/03/01,Ottawa,2,To plan Member's priorities and activities,Hosting a meeting,M0295787,HOC Food Services,17.40
2022/03/05,Hunter River,2,To meet constituents,Hosting a meeting,M0295787,Route 2 Diner,23.27
2022/03/16,Halifax,1,"To discuss business of the House, caucus and committees",Hosting a meeting,M0297241,The Wooden Monkey,65.08
2022/03/17,Ottawa,2,To plan Member's priorities and activities,Hosting a staff event,M0295787,HOC Food Service,18.35
2022/03/18,Halifax,1,"To discuss business of the House, caucus and committees",Hosting a meeting,M0297241,The Bicycle Thief,59.04
2022/03/20,Ottawa,1,"To discuss business of the House, caucus and committees",Hosting a meeting,M0297241,Royal Oak 13,62.58
