Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/12/14,Gatineau,2,To meet constituents,Hosting a meeting,M0288238,Restaurant BJ,85.45
2021/12/15,Lachute,2,To plan Member's priorities and activities,Hosting a staff event,M0288238,Benny&Co Lachute,41.95
2021/12/16,Lachute,1,To exchange with dignitaries,Hosting a meeting,M0288262,Café Infusion,36.21
2022/01/06,Lachute,1,To plan Member's priorities and activities,Hosting a staff event,M0290232,Benny&Co,36.40
2022/01/12,Lachute,5,To plan Member's priorities and activities,Hosting a staff event,M0297003,Benny & Co,27.20
2022/01/31,Lachute,12,To meet constituents,Hosting a reception or open house,M0297003,Wal Mart,67.96
2022/02/23,Lachute,9,To discuss constituency issues with stakeholders,Hosting a reception or open house,M0293647,Boulangerie du P'tit Chef,2.50
2022/02/23,Lachute,9,To discuss constituency issues with stakeholders,Hosting a reception or open house,M0293647,IGA,88.58
2022/02/23,Lachute,9,To discuss constituency issues with stakeholders,Hosting a reception or open house,M0293647,Fromagerie Montebello,28.44
2022/02/25,Gatineau,20,To discuss constituency issues with stakeholders,Hosting a meeting,M0293838,Entreprise Marc Dube Inc.,15.00
2022/03/15,Ottawa,30,To celebrate a significant event,Hosting a town hall or community event,M0297989,Ottawa Perogies,77.01
2022/03/15,Ottawa,30,To celebrate a significant event,Hosting a town hall or community event,M0297989,Life of Pie,49.09
