Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/04/01,Vancouver,0,To meet visitors of Member’s office,Hosting a meeting,M0289263,COSTCO WHOLESALE,37.99
2021/04/01,Vancouver,0,To meet visitors of Member’s office,Hosting a meeting,M0298289,Girl Guides of Canada,5.00
2021/10/20,Vancouver,4,To meet constituents,Hosting a meeting,M0286415,"Plato Filipino ",71.24
2021/11/25,Ottawa,6,"To discuss business of the House, caucus and committees",Hosting a meeting,M0286415,Tim Hortons,22.25
2021/12/21,Vancouver,0,To meet constituents,Hosting a meeting,M0292783,Shoppers Drug Mart,14.03
2021/12/23,Vancouver,1,To meet constituents,Hosting a meeting,M0289263,HELEN'S BAR AND GRILL,47.92
2022/01/14,Vancouver,1,To meet constituents,Hosting a meeting,M0290324,THE TIPPER RESTAURANT,51.85
2022/01/24,Vancouver,1,To meet constituents,Hosting a meeting,M0291076,WHITE SPOT,65.27
2022/01/25,Vancouver,1,To meet constituents,Hosting a meeting,M0291076,THE TIPPER RESTAURANT,57.55
2022/02/01,Vancouver,1,To meet constituents,Hosting a meeting,M0292054,HAVANA,60.32
2022/02/02,Vancouver,1,To meet constituents,Hosting a meeting,M0292054,JJ BEAN,18.09
2022/02/04,Vancouver,4,To meet constituents,Hosting a meeting,M0292354,PRINCE CHINESE SEAFOOD RESTAURANT,124.02
2022/02/18,Vancouver,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0295324,LIBERTE CAFE AND RESTAURANT,32.07
2022/03/01,Ottawa,5,To plan Member's priorities and activities,Hosting a meeting,M0294524,"Mamma Theresa Restaurant ",398.21
2022/03/08,Vancouver,1,To meet constituents,Hosting a meeting,M0295324,BREKA BAKERY & CAFE,18.41
2022/03/16,Vancouver,1,To meet constituents,Hosting a meeting,M0296156,House of Dosas,35.01
2022/03/16,Vancouver,1,To meet constituents,Hosting a meeting,M0296156,Liberte Cafe,38.72
2022/05/21,Vancouver,1,To celebrate a significant event,"Meal at a gala, reception or ceremony",M0299903,Dahong Pilipino,95.00
