Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/12/01,Montreal,10,To celebrate a significant event,Hosting a town hall or community event,M0287132,Club Optimiste MTL-EST/PAT,200.00
2022/01/17,Montreal,6,To discuss constituency issues with stakeholders,Hosting a meeting,M0289024,Nouveau paradis,71.40
2022/01/17,Montreal,6,To discuss constituency issues with stakeholders,Hosting a meeting,M0289024,Resto Indian,70.86
