Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/09/29,Summerland,1,To meet constituents,Hosting a meeting,M0296088,Nesters Market Summerland,28.98
2022/01/04,West Kelowna,2,To plan Member's priorities and activities,Hosting a staff event,M0291148,Cherry Pit Restaurant,69.99
2022/01/07,Penticton,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0291148,Salty's Beach House,67.48
2022/01/13,Summerland,1,To meet constituents,Hosting a meeting,M0291148,Zia's Stonehouse Restaurant,65.95
2022/01/14,Merritt,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0291148,Home Restaurant,43.14
2022/01/21,West Kelowna,2,To meet constituents,Hosting a meeting,M0291148,White Spot #637,74.46
2022/01/21,Kelowna,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0291148,Kelowna Yacht Club,71.75
2022/02/07,Ottawa,1,To meet visitors of Member’s office,Hosting a meeting,M0292611,Costco Wholesale,37.99
2022/02/23,Penticton,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0295140,The Cellar Wine Bar & Kitchen,105.57
2022/03/15,West Kelowna,0,To discuss constituency issues with stakeholders,Meal at a community activity or event,M0295140,Greater Westside Board of Trade,21.00
