Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/12/21,Toronto,6,To attend staff events including training,Hosting a staff event,M0289012,Loons Pub,64.50
2022/01/07,Toronto,2,To plan Member's priorities and activities,Hosting a staff event,M0289012,La Cubana,43.00
2022/01/24,Toronto,5,To plan Member's priorities and activities,Hosting a meeting,M0294288,Thai by the Park,60.00
2022/01/28,Toronto,5,To plan Member's priorities and activities,Hosting a staff event,M0294596,Fantail Bakery,31.85
2022/01/28,Toronto,5,To plan Member's priorities and activities,Hosting a staff event,M0294596,Loblaws,21.94
2022/02/03,Toronto,2,To plan Member's priorities and activities,Hosting a staff event,M0294303,Vivo Pizza and Pasta,48.00
2022/02/15,Toronto,5,To attend staff events including training,Hosting a staff event,M0293683,The Commoner Restaurant,129.37
2022/02/18,Toronto,80,To meet constituents,Hosting a town hall or community event,M0293710,Revue Cinema,600.00
2022/02/18,Toronto,80,To meet constituents,Hosting a town hall or community event,M0293683,Revue Cinema,268.40
2022/03/01,Ottawa,2,To plan Member's priorities and activities,Hosting a meeting,M0294779,Parliamentary Restaurant,89.00
