Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/04/01,Campbell River,0,To meet visitors of Member’s office,Hosting a meeting,M0296036,Quality Foods,56.96
2021/11/09,Campbell River,7,To celebrate a significant event,Hosting a meeting,M0288846,Panago Pizza,86.03
2021/12/11,Campbell River,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0288846,Quay West,36.23
2022/01/24,Comox,3,To discuss constituency issues with stakeholders,Hosting a meeting,M0294903,Tidal Cafe,63.00
2022/01/26,Powell River,3,To discuss constituency issues with stakeholders,Hosting a meeting,M0294903,Julie's Airport Market,63.06
2022/03/15,Powell River,3,"To discuss business of the House, caucus and committees",Hosting a meeting,M0297135,Shingle Mill Pub & Bistro,59.46
2022/03/16,Campbell River,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0297135,Popsey's Log Cabin Restaurant,39.57
2022/03/17,Campbell River,3,To discuss constituency issues with stakeholders,Hosting a town hall or community event,M0297136,Baan Thai Restaurant,74.95
2022/03/23,Ottawa,3,"To discuss business of the House, caucus and committees",Hosting a meeting,M0298304,Parliamentary Restaurant,137.31
2022/05/05,Woodbridge,1,To discuss constituency issues with stakeholders,"Meal at a gala, reception or ceremony",M0299673,Helmets to Hardhats,125.00
