Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/12/20,Sydney River,6,To attend staff events including training,Hosting a staff event,M0288721,Ziggy's Pub & Grill,97.43
2022/01/17,Glace Bay,4,To meet constituents,Hosting a meeting,M0290130,The Chicken Shack,53.22
2022/02/25,Antigonish,0,To meet constituents,Meal at a community activity or event,M0292605,Antigonish Chamber,35.00
