Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/04/01,Laval,0,To meet constituents,Hosting a meeting,M0291525,ADONIS,4.69
2021/04/01,Laval,0,To meet constituents,Hosting a meeting,M0289486,Ultramar,4.19
2021/04/01,Laval,0,To meet constituents,Hosting a meeting,M0296732,Liane Ghostine,4.10
2021/04/01,Laval,0,To meet constituents,Hosting a meeting,M0293334,COSTCO,35.97
2021/04/01,Laval,0,To meet constituents,Hosting a meeting,M0290904,Adonis,13.26
2021/12/17,Laval,6,To celebrate a significant event,Hosting a staff event,M0288647,maison si bon,87.40
2021/12/20,Laval,0,To meet constituents,Hosting a meeting,M0288466,COSTCO,65.94
2021/12/23,Laval,6,To celebrate a significant event,Hosting a staff event,M0288649,Thai Express,34.94
2021/12/23,Laval,6,To celebrate a significant event,Hosting a staff event,M0288649,Dolce Santella,48.00
2021/12/23,Laval,6,To celebrate a significant event,Hosting a staff event,M0288649,Amir,46.93
2022/01/14,Laval,11,To plan Member's priorities and activities,Hosting a staff event,M0290334,St-Hubert,196.80
2022/03/11,Laval,5,To celebrate a significant event,Hosting a staff event,M0295337,SHISH TAOUK DUVERNAY,18.49
2022/03/11,Laval,5,To celebrate a significant event,Hosting a staff event,M0295337,MAISON SI BON,17.00
2022/03/11,Laval,5,To celebrate a significant event,Hosting a staff event,M0295337,CAFE VIVA,34.46
2022/03/11,Laval,5,To celebrate a significant event,Hosting a staff event,M0295337,PRIMO PIZZERIA,19.70
2022/03/18,Laval,5,To plan Member's priorities and activities,Hosting a staff event,M0296732,Patisserie St-Martin,45.05
