Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/04/01,Edmonton,0,To meet constituents,Hosting a reception or open house,M0296454,Millwoods Common Sobeys,14.62
2021/04/01,Edmonton,0,To meet visitors of Member’s office,Hosting a meeting,M0295627,Costco,86.13
2021/09/25,Edmonton,10,To meet constituents,Hosting a meeting,M0291781,Aapna Pizza,70.01
2021/11/05,Edmonton,70,To discuss constituency issues with stakeholders,Hosting a town hall or community event,M0284646,The Tandoor,235.12
2021/11/10,Ottawa,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0291781,Nando Peri Peri,30.88
2021/11/12,Edmonton,6,To plan Member's priorities and activities,Hosting a staff event,M0284646,Masala Wok,56.66
2021/11/14,Ottawa,8,To discuss constituency issues with stakeholders,Hosting a meeting,M0291781,Shawarma Palace,98.99
2021/11/19,Edmonton,100,To meet constituents,Hosting a town hall or community event,M0291781,Ganesh Sweets,238.87
2021/12/12,Edmonton,10,To discuss constituency issues with stakeholders,Hosting a meeting,M0284646,Ganesh Sweets (Canada),57.35
2021/12/28,Edmonton,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0291781,Buco Pizzeria Vino,81.37
2022/02/24,Edmonton,4,To plan Member's priorities and activities,Hosting a staff event,M0294846,Skip the Dishes,83.01
2022/03/08,Nepean,4,"To discuss business of the House, caucus and committees",Hosting a meeting,M0297475,Brampton Authentic Indian Food,68.92
2022/03/18,Brampton,30,"To discuss business of the House, caucus and committees",Hosting a meeting,M0297475,Samosa & sweets factory,63.75
