Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/04/01,Brooks,5,To meet constituents,Hosting a meeting,M0299417,Winners,32.96
2021/10/12,Edmonton,4,To discuss constituency issues with stakeholders,Hosting a meeting,M0296376,Marketplace & Brunch,61.83
2021/10/28,Ottawa,6,To plan Member's priorities and activities,Hosting a meeting,M0299396,Tim Hortons,14.36
2021/10/28,Ottawa,6,To plan Member's priorities and activities,Hosting a meeting,M0299396,Moulin de Provence,59.80
2021/11/02,Edmonton,5,To plan Member's priorities and activities,Hosting a meeting,M0299396,DOSC,3.33
2021/11/02,Edmonton,5,To plan Member's priorities and activities,Hosting a meeting,M0299396,credo coffee,37.85
2021/11/07,Edmonton,5,To meet visitors of Member’s office,Hosting a meeting,M0299528,Real Canadian Superstore,4.29
2021/11/24,Edmonton,5,To meet visitors of Member’s office,Hosting a meeting,M0299528,Costco Wholesale,54.97
2021/11/27,Edmonton,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0299907,Bianco,54.60
2021/11/27,Edmonton,4,To discuss constituency issues with stakeholders,Hosting a meeting,M0299701,Credo Coffee,60.00
2021/12/08,Ottawa,4,"To discuss business of the House, caucus and committees",Hosting a meeting,M0299417,Le moulin de province,63.02
2021/12/08,Ottawa,4,"To discuss business of the House, caucus and committees",Hosting a meeting,M0299417,Farm Boy,14.48
2022/01/03,Edmonton,4,To plan Member's priorities and activities,Hosting a meeting,M0299701,Tim Hortons,29.19
2022/01/14,Edmonton,5,To attend staff events including training,Hosting a staff event,M0299701,Village (107th Ave. NW),57.50
2022/01/29,Edmonton,3,To plan Member's priorities and activities,Hosting a meeting,M0296376,Dairy Queen,32.86
2022/02/04,Edmonton,7,To discuss constituency issues with stakeholders,Hosting a meeting,M0299701,Farrow,37.00
2022/02/13,Edmonton,5,To meet visitors of Member’s office,Hosting a meeting,M0299528,Real Canadian Superstore,7.49
2022/02/13,Edmonton,5,To meet visitors of Member’s office,Hosting a meeting,M0299668,Real Canadian Superstore,7.49
2022/02/15,Edmonton,5,To meet visitors of Member’s office,Hosting a staff event,M0299528,Safeway,6.36
2022/02/15,Edmonton,5,To meet visitors of Member’s office,Hosting a staff event,M0299528,Costco Wholesale,5.01
2022/02/15,Edmonton,5,To meet visitors of Member’s office,Hosting a staff event,M0299528,Nofrills,6.01
2022/02/15,Edmonton,5,To meet visitors of Member’s office,Hosting a staff event,M0299668,Loblaws City Market,6.23
2022/02/17,Edmonton,6,To celebrate a significant event,Hosting a staff event,M0292644,Fairmont Hotel Macdonald,289.00
2022/02/25,Edmonton,5,To attend staff events including training,Hosting a staff event,M0299907,Real Canadian Superstore,48.18
2022/02/25,Edmonton,5,To attend staff events including training,Hosting a staff event,M0299668,Real Canadian Superstore,51.30
2022/02/25,Edmonton,5,To attend staff events including training,Hosting a staff event,M0299668,Costco Wholesale,19.99
2022/03/08,Edmonton,3,To discuss constituency issues with stakeholders,Hosting a meeting,M0299701,Tiramisu Bistro,65.94
2022/03/14,Edmonton,12,To discuss constituency issues with stakeholders,Hosting a meeting,M0299668,Real Canadian Superstore,8.27
