Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/03/20,Sainte-Julie,1,To meet visitors of Member’s office,Hosting a meeting,M0292551,Costco,49.97
2021/04/01,Sainte-Julie,0,To meet visitors of Member’s office,Hosting a meeting,M0292237,Nespresso,107.00
2021/04/01,Sainte-Julie,0,To meet visitors of Member’s office,Hosting a meeting,M0292838,Costco,382.12
2021/04/01,Sainte-Julie,0,To meet visitors of Member’s office,Hosting a meeting,M0290252,IGA,20.20
2021/10/05,Sainte-Julie,1,To meet constituents,Hosting a meeting,M0296128,Pharmacie Jessica Riera,29.94
2021/10/05,Sainte-Julie,1,To meet constituents,Hosting a meeting,M0296279,Costco,317.48
2021/10/05,Sainte-Julie,1,To meet constituents,Hosting a meeting,M0296275,IGA,24.27
2022/02/17,Boucherville,3,To celebrate a significant event,Hosting a staff event,M0292900,Novello,160.00
2022/02/27,Montreal,3,To exchange with dignitaries,Hosting a meeting,M0294102,Hôtel Monville,87.00
2022/03/30,Val-des-Monts,12,To exchange with dignitaries,Hosting a meeting,M0298262,Sucrerie du Terroir,552.00
