Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/12/10,Sainte-Catherine,1,To plan Member's priorities and activities,Hosting a meeting,M0289880,Chin Chine,34.93
2021/12/21,La Prairie,3,To celebrate a significant event,Hosting a staff event,M0289880,"Bacaro ",169.90
2022/01/20,Delson,1,To plan Member's priorities and activities,Hosting a meeting,M0292169,Mikes Delson,35.84
2022/02/04,Sainte-Catherine,2,To plan Member's priorities and activities,Hosting a meeting,M0292169,Chin Chine,45.55
2022/02/22,Sainte-Catherine,1,To plan Member's priorities and activities,Hosting a meeting,M0292705,ChinChine,31.40
2022/02/24,Delson,2,To plan Member's priorities and activities,Hosting a meeting,M0292705,Mikes Delson,59.09
2022/02/25,Sainte-Catherine,4,To discuss constituency issues with stakeholders,Hosting a meeting,M0292705,ChinChine,79.64
2022/03/07,Sainte-Catherine,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0295303,ChinChine,36.56
2022/03/08,Sainte-Catherine,1,To plan Member's priorities and activities,Hosting a meeting,M0295303,ChinChine,34.32
2022/03/10,La Prairie,2,To plan Member's priorities and activities,Hosting a meeting,M0295303,Bacaro Pizzeria,84.49
2022/03/11,Delson,8,To meet visitors of Member’s office,Hosting a meeting,M0295303,IGA,29.34
2022/03/16,Delson,5,To discuss constituency issues with stakeholders,Hosting a meeting,M0295303,IGA,25.56
2022/03/25,Sainte-Catherine,3,To plan Member's priorities and activities,Hosting a meeting,M0297767,ChinChine,60.73
2022/03/28,Delson,99,To meet visitors of Member’s office,Hosting a meeting,M0297767,Nespresso,151.50
