Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/04/01,Holland Landing,0,To meet visitors of Member’s office,Hosting a meeting,M0291433,Staples,19.99
2021/04/01,Holland Landing,0,To meet visitors of Member’s office,Hosting a meeting,M0295255,Walmart,49.96
