Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/10/20,Richmond,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0289611,"Browns Social House ",35.88
2021/10/23,Richmond,3,To celebrate a significant event,Hosting a staff event,M0289607,Wings Richmond,96.56
2021/10/29,Richmond,8,To discuss constituency issues with stakeholders,Hosting a meeting,M0289626,Ginger Indian Cuisine,339.32
2021/11/03,Vancouver,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0289630,Parq Vancouver Honey Salt,12.04
2021/11/05,Ottawa,10,To discuss constituency issues with stakeholders,Hosting a meeting,M0289644,L3B Sparks,322.30
2021/11/05,Ottawa,15,To discuss constituency issues with stakeholders,Hosting a meeting,M0289651,Mezzanotte Bistro Italiano,939.10
2021/11/19,Richmond,2,To plan Member's priorities and activities,Hosting a staff event,M0289615,Dave's Fish and Chips,67.60
2021/12/17,Richmond,100,To meet constituents,Hosting a reception or open house,M0291545,BC Liquor Stores,113.22
2021/12/17,Richmond,100,To meet constituents,Hosting a reception or open house,M0291544,Costco Wholesale,497.57
2022/03/04,Vancouver,3,To discuss constituency issues with stakeholders,Hosting a meeting,M0296387,Browns Social House,67.15
2022/03/08,Vancouver,2,"To discuss business of the House, caucus and committees",Hosting a staff event,M0296386,Miku Japanese Restaurant,107.65
