Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/04/01,Victoriaville,0,To meet constituents,Hosting a meeting,M0294306,Super C,53.77
2021/04/01,Victoriaville,0,To meet constituents,Hosting a meeting,M0290151,Super C,8.57
2021/04/01,Victoriaville,0,To meet constituents,Hosting a meeting,M0294306,IGA,21.34
2021/06/04,Warwick,0,To meet constituents,Meal at a community activity or event,M0291810,Association des gens d'affaires de Warwick (AGAW),125.00
2021/10/16,Asbestos,1,To meet constituents,Meal at a community activity or event,M0292676,Fondation du CSSS des Sources,160.00
2021/11/26,Victoriaville,1,To plan Member's priorities and activities,Hosting a meeting,M0285859,Café Farniente,29.41
2022/01/18,Victoriaville,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0291850,Restaurant St-Hubert,38.05
2022/01/19,Victoriaville,2,To plan Member's priorities and activities,Hosting a meeting,M0291872,La Farniente Victoriaville,42.90
2022/01/29,Asbestos,1,To meet constituents,Meal at a community activity or event,M0291850,Club Optimiste d'Asbestos,75.00
2022/02/06,Ottawa,3,To discuss constituency issues with stakeholders,Hosting a meeting,M0292381,Nespresso,92.00
2022/02/06,Ottawa,3,To discuss constituency issues with stakeholders,Hosting a meeting,M0292381,IGA,53.38
2022/02/12,Asbestos,1,To meet constituents,Meal at a community activity or event,M0292712,Fondation de l'École la Tourelle,90.00
2022/02/14,Victoriaville,1,"To discuss business of the House, caucus and committees",Hosting a meeting,M0294283,Shad Café,39.53
2022/02/25,Victoriaville,2,To plan Member's priorities and activities,Hosting a meeting,M0294283,Café Farniente,42.72
2022/03/16,Victoriaville,2,To plan Member's priorities and activities,Hosting a meeting,M0297745,Café Farniente,48.36
