Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/09/21,Coquitlam,0,To meet visitors of Member’s office,Hosting a meeting,M0288065,Safeway,32.80
2021/10/19,Coquitlam,4,To plan Member's priorities and activities,Hosting a meeting,M0288065,Safeway,16.98
2021/11/23,Coquitlam,4,"To discuss business of the House, caucus and committees",Hosting a staff event,M0288065,safeway,22.63
2021/12/06,Coquitlam,4,To celebrate a significant event,Hosting a staff event,M0288065,"Lucky Gate Chinese Restaurant ",86.94
2021/12/13,Ottawa,3,To plan Member's priorities and activities,Hosting a meeting,M0288065,Farm Boy,18.14
2022/02/12,Coquitlam,56,To meet constituents,Hosting a town hall or community event,M0300108,Danny Quon,100.00
2022/03/11,Coquitlam,50,To meet constituents,Hosting a town hall or community event,M0297141,Shiraz Farm Market,27.98
2022/03/14,Coquitlam,7,To plan Member's priorities and activities,Hosting a staff event,M0297139,Me-N-Ed's pizza,166.32
2022/03/14,Port Moody,5,To plan Member's priorities and activities,Hosting a staff event,M0297794,Boathouse Restaurant Port Moody,161.56
2022/03/31,Coquitlam,8,To discuss constituency issues with stakeholders,Hosting a meeting,M0299392,Safeway,44.98
