Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/03/14,Halifax,25,To meet constituents,Hosting a town hall or community event,M0295712,Tim Horton's #242,212.39
2022/03/14,Halifax,25,To meet constituents,Hosting a town hall or community event,M0295735,Sackville Arena (LDRA),234.78
