Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2020/04/01,Trois-Rivières,0,To meet visitors of Member’s office,Hosting a meeting,M0265529,Jean-Coutu,7.90
2020/04/01,Trois-Rivières,0,To meet visitors of Member’s office,Hosting a meeting,M0265529,Costco,61.57
2021/01/27,Trois-Rivières,1,To discuss constituency issues with stakeholders,Meal at a community activity or event,M0259749,CHAMBRE DE COMMERCE ET D'INDUSTRIES DE TROIS-RIVIÈRES,64.49
2021/02/14,Trois-Rivières,1,To meet constituents,"Meal at a gala, reception or ceremony",M0263061,Maison Main...Tenir l'Espoir,150.00
2021/02/17,Trois-Rivières,0,To discuss constituency issues with stakeholders,Meal at a community activity or event,M0261848,CHAMBRE DE COMMERCE ET D'INDUSTRIES DE TROIS-RIVIÈRES,100.00
2021/02/27,Trois-Rivières,1,To meet constituents,Meal at a community activity or event,M0261848,domaine du Sucrier,59.90
2021/03/01,Trois-Rivières,10,To meet constituents,Hosting a reception or open house,M0263695,Costco Wholesale,80.00
2021/03/01,Trois-Rivières,10,To meet constituents,Hosting a reception or open house,M0263695,Les Gloutonneries,6.00
2021/03/25,Trois-Rivières,2,To meet constituents,"Meal at a gala, reception or ceremony",M0264312,CHAMBRE DE COMMERCE ET D'INDUSTRIES DE TROIS-RIVIÈRES,162.00
2021/03/26,Trois-Rivières,10,To meet constituents,Hosting a reception or open house,M0264678,Les Gloutonneries,2.00
