Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2020/09/09,Lévis,3,To discuss constituency issues with stakeholders,Hosting a meeting,M0248587,RESTO PUB LE 2000,46.90
2020/09/10,Lévis,3,To discuss constituency issues with stakeholders,Hosting a meeting,M0248587,RESTO PUB LE 2000,51.58
2020/09/17,Saint-Nicolas,5,To discuss constituency issues with stakeholders,Hosting a meeting,M0248587,ST-HUBERT ST-NICOLAS,101.71
2020/09/23,Gatineau,2,To exchange with dignitaries,Hosting a meeting,M0248587,LE ST-ELOI,46.90
2020/09/29,Ottawa,4,"To discuss business of the House, caucus and committees",Hosting a meeting,M0248587,COSTCO GATINEAU NO.542,57.98
2020/10/02,Saint-Julien,2,To exchange with dignitaries,Hosting a meeting,M0250274,ST-HUBERT STE JULIE,30.45
2020/10/06,Levis,3,To discuss constituency issues with stakeholders,Hosting a meeting,M0250274,ST-HUBERT ST-NICOLAS,70.35
2020/10/07,Levis,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0250274,RESTO PUB LE 2000,39.86
2020/10/08,Levis,3,To discuss constituency issues with stakeholders,Hosting a meeting,M0250274,RESTO PUB LE 2000,55.69
2020/10/14,Levis,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0250274,RESTO PUB LE 2000,29.31
2020/10/15,Levis,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0250274,RESTO PUB LE 2000,41.04
2020/10/19,Levis,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0250274,RESTO PUB LE 2000,38.11
2020/10/21,Hull,2,To exchange with dignitaries,Hosting a meeting,M0250654,ST-HUBERT HULL,32.00
2020/10/26,Levis,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0250654,TIM HORTON N0.102984,11.01
2020/10/26,Levis,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0250654,MAXI NO.8696,40.59
2020/10/27,Saint-Léonard-d'Aston,2,To exchange with dignitaries,Hosting a meeting,M0253492,St-hubert express261,24.50
2020/11/10,Levis,5,To discuss constituency issues with stakeholders,Hosting a meeting,M0252360,ST-HUBERT ST-NICOLAS,99.01
2020/11/12,Levis,3,To discuss constituency issues with stakeholders,Hosting a meeting,M0252360,RESTO PUB LE 2000,55.11
2020/11/16,Levis,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0253195,RESTO PUB LE 2000,45.71
2020/11/17,Levis,4,To discuss constituency issues with stakeholders,Hosting a meeting,M0253195,RESTAURANT NORMANDIN,78.73
2020/11/18,Levis,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0253195,RESTO PUB LE 2000,41.04
2020/11/22,Saint-Léonard-d'Aston,2,To exchange with dignitaries,Hosting a meeting,M0253492,ST-HUBERT EXPRESS 261,29.70
2020/11/26,Hull,2,To exchange with dignitaries,Hosting a meeting,M0254853,ST-HUBERT HULL,45.15
2020/11/30,Levis,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0254853,RESTO PUB LE 2000,51.85
2020/12/01,Saint-Nicolas,4,To discuss constituency issues with stakeholders,Hosting a meeting,M0254853,ST-HUBERT ST-NICOLAS,98.95
2020/12/02,Levis,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0254853,RESTO PUB LE 2000,50.42
2020/12/03,Levis,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0254853,RESTO PUB LE 2000,47.49
2020/12/07,Levis,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0254853,RESTO PUB LE 2000,38.11
