Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/04/01,Charlottetown,0,To meet visitors of Member’s office,Hosting a meeting,M0276505,maritime coffee,41.40
2021/04/01,Charlottetown,0,To meet visitors of Member’s office,Hosting a meeting,M0273298,maritime coffee,82.80
2021/04/01,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0273298,maritime coffee,41.40
2021/04/01,Charlottetown,0,To meet visitors of Member’s office,Hosting a meeting,M0280039,maritime coffee,82.20
2021/06/24,Charlottetown,6,"To discuss business of the House, caucus and committees",Hosting a meeting,M0274008,John Brown Grille,144.70
2021/07/18,Charlottetown,100,To meet constituents,Hosting a town hall or community event,M0276503,Sobeys,183.09
2021/07/18,Charlottetown,100,To meet constituents,Hosting a town hall or community event,M0276630,Kays Wholesale,270.00
2021/07/18,Charlottetown,100,To meet constituents,Hosting a town hall or community event,M0276505,Kays Wholesale,32.81
2021/07/18,Charlottetown,100,To meet constituents,Hosting a town hall or community event,M0277682,National Port Security Services Inc.,200.00
2021/07/18,Charlottetown,100,To meet constituents,Hosting a town hall or community event,M0276505,Needs,18.00
2021/07/18,Charlottetown,100,To meet constituents,Hosting a town hall or community event,M0279789,Jocelyn Reyome,400.00
2021/07/18,Charlottetown,100,To meet constituents,Hosting a town hall or community event,M0280039,Kays Wholesale,20.00
2021/07/18,Charlottetown,100,To meet constituents,Hosting a town hall or community event,M0276505,Home Hardware,33.26
2021/08/10,Charlottetown,100,To meet constituents,Hosting a town hall or community event,M0278348,Caseley's,464.00
2021/08/10,Charlottetown,100,To meet constituents,Hosting a town hall or community event,M0278953,Sobeys,231.07
2021/08/10,Charlottetown,100,To meet constituents,Hosting a town hall or community event,M0280039,Home Hardware,24.97
2021/08/10,Charlottetown,100,To meet constituents,Hosting a town hall or community event,M0280382,Caseley's,359.00
2021/08/10,Charlottetown,100,To meet constituents,Hosting a town hall or community event,M0277682,Kays Wholesale,213.50
2021/08/10,Charlottetown,100,To meet constituents,Hosting a town hall or community event,M0279789,Brandon Gillis,300.00
2021/08/10,Charlottetown,100,To meet constituents,Hosting a town hall or community event,M0280039,Circle K/Irving,31.98
