Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/07/23,Ottawa,3,To celebrate a significant event,Hosting a staff event,M0277716,Nate's Ottawa,79.93
2021/08/07,Toronto,16,To meet constituents,Hosting a meeting,M0277747,Pizza Nova,38.52
