Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/07/08,Miramichi,11,"To discuss business of the House, caucus and committees",Hosting a meeting,M0277121,RODD MIRAMICHI,38.60
2021/07/08,Miramichi,11,"To discuss business of the House, caucus and committees",Hosting a meeting,M0274529,RODD MIRAMICHI RIVER,359.03
