Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/04/03,Caraquet,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0279196,Le Caraquette,46.97
2021/04/21,Caraquet,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0279196,Bobby Comptoir Lunch,28.25
2021/04/24,Caraquet,3,To discuss constituency issues with stakeholders,Hosting a meeting,M0279196,Bobby Comptoir Lunch,83.45
2021/04/28,Caraquet,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0279196,Bobby Comptoir Lunch,32.20
2021/05/04,Caraquet,2,To plan Member's priorities and activities,Hosting a staff event,M0279196,Dixie Lee,53.75
2021/05/12,Caraquet,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0279196,Bobby Comptoir Lunch,47.40
2021/06/05,Caraquet,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0279196,Grains de Folie,50.61
2021/06/12,Caraquet,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0279196,Bobby Comptoir Lunch,39.50
2021/06/22,Caraquet,5,To discuss constituency issues with stakeholders,Hosting a meeting,M0279196,Dixie Lee,146.95
2021/06/22,Tracadie,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0279196,Le Up'n Down - Resto Bar,44.30
2021/07/08,Miramichi,1,"To discuss business of the House, caucus and committees",Meal at a community activity or event,M0276031,Rodd Miramichi River,38.60
