Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/10/19,Ottawa,40,To exchange with dignitaries,Hosting a meeting,M0318641,House of Commons Food Services — Services de restauration de la Chambre des communes,285.45
2022/10/21,Kirkland Lake,1,To celebrate a significant event,"Gala, reception or ceremony",M0318112,Kirkland Lake Chamber of Commerce,100.00
2022/10/22,New Liskeard,1,To celebrate a significant event,"Gala, reception or ceremony",M0318112,ACFO Témiskaming,100.00
2022/10/28,Ottawa,4,To plan Member's priorities and activities,Hosting a meeting,M0322158,Sconewitch,35.81
