Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/01,Winnipeg,0,To meet visitors of Member’s office,Hosting a meeting,M0320632,Zeids Food Fare,10.39
2022/10/12,Winnipeg,65,To meet constituents,Hosting a meeting,M0317509,Tim Hortons,148.70
2022/10/12,Winnipeg,65,To meet constituents,Hosting a meeting,M0317509,Wholesale Club,95.00
2022/10/14,Winnipeg,50,To meet constituents,Hosting a town hall or community event,M0318521,Feast Cafe Bistro,83.65
2022/11/09,Winnipeg,65,To meet constituents,Hosting a town hall or community event,M0320402,Tall Grass Prairie Bread,99.60
2022/11/09,Winnipeg,65,To meet constituents,Hosting a town hall or community event,M0320402,Cheryl James,200.00
2022/11/09,Winnipeg,65,To meet constituents,Hosting a town hall or community event,M0320402,Tim Hortons,60.98
2022/11/09,Winnipeg,0,To discuss constituency issues with stakeholders,"Gala, reception or ceremony",M0320402,Eventbrite,140.00
2022/12/06,Ottawa,12,To meet constituents,Hosting a meeting,M0323131,Uber Eats,341.91
2022/12/08,Ottawa,5,To attend staff events including training,Hosting a staff event,M0323225,Union Somerset,344.48
