Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/01,Vancouver,0,To meet visitors of Member’s office,Hosting a meeting,M0319957,T&T Supermarket,3.29
2022/04/01,Vancouver,0,To meet visitors of Member’s office,Hosting a meeting,M0319957,Metro Town Pantry,5.18
2022/09/03,Vancouver,1,To meet constituents,Hosting a meeting,M0316372,49th PARALLEL COFFEE ROASTERS,12.00
2022/09/09,Halifax,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0316372,SUSHI NAMI ROYALE,82.58
2022/10/02,Vancouver,2,To meet constituents,Hosting a meeting,M0316372,PRINCE CHINESE SEAFOOD RESTAURANT,180.12
2022/11/02,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0319957,Food Services,81.53
2022/11/04,Vancouver,2,To meet constituents,Hosting a meeting,M0319957,ChongQuing on Commercial,57.66
2022/11/07,Vancouver,8,To meet constituents,Hosting a town hall or community event,M0319961,PIZZA HUT,84.41
2022/11/11,Vancouver,2,To meet constituents,Hosting a meeting,M0320337,TABLEAU Bar Bistro,74.50
2022/11/12,Vancouver,1,To meet constituents,Hosting a meeting,M0320337,PRADO CAFE,14.46
2022/11/21,Ottawa,4,To meet constituents,Hosting a meeting,M0321510,PARLIAMENTARY RESTAURANT,165.17
2023/02/10,Vancouver,0,To celebrate a significant event,"Gala, reception or ceremony",M0321505,ST MARY'S ROMAN CATHOLIC PARISH,100.00
