Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/09/06,Waterloo,6,To celebrate a significant event,Hosting a staff event,M0315634,Korner Kitchen,97.65
2022/09/28,Ottawa,4,To exchange with dignitaries,Hosting a meeting,M0317929,Parliamentary Restaurant,164.00
2022/10/14,Kitchener,50,To meet constituents,Hosting a reception or open house,M0319430,Party City Store,35.36
2022/10/14,Kitchener,50,To meet constituents,Hosting a reception or open house,M0319430,Dollarama,29.58
2022/10/14,Kitchener,50,To meet constituents,Hosting a reception or open house,M0319430,Zehrs,180.94
2022/10/29,Waterloo,0,To meet constituents,"Gala, reception or ceremony",M0319167,St George Banquet Hall,71.32
2022/11/08,Cambridge,0,To celebrate a significant event,Community activity or event,M0319165,Hamilton Family Theatre Cambridge,75.00
