Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/01,Saskatoon,0,To meet visitors of Member’s office,Hosting a meeting,M0316882,Costco,89.53
2022/09/04,Saskatoon,8,To celebrate a significant event,Hosting a staff event,M0315023,Costco Wholesale,134.23
2022/09/04,Saskatoon,8,To celebrate a significant event,Hosting a staff event,M0315023,Freshco,25.54
2022/10/21,Ottawa,3,"To discuss business of the House, caucus and committees",Hosting a staff event,M0317932,Popeye's Louisana Chicken,34.00
2022/11/03,Ottawa,15,"To discuss business of the House, caucus and committees",Hosting a meeting,M0318523,McDaniels Independent Grocer,34.99
2022/11/03,Ottawa,15,"To discuss business of the House, caucus and committees",Hosting a meeting,M0318523,Gourmet Market,5.05
2022/11/04,Saskatoon,20,To meet constituents,Hosting a reception or open house,M0321137,Tim Hortons,22.98
2022/11/07,Saskatoon,20,To meet constituents,Hosting a reception or open house,M0321137,Tim Hortons,22.98
2022/11/09,Saskatoon,20,To meet constituents,Hosting a reception or open house,M0321137,Tim Hortons,22.98
2022/11/16,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a staff event,M0319945,House of Commons Food Services,19.20
2022/11/24,Ottawa,15,"To discuss business of the House, caucus and committees",Hosting a meeting,M0321137,Shoppers Drug Mart,89.92
2022/11/24,Ottawa,15,"To discuss business of the House, caucus and committees",Hosting a meeting,M0321137,House of Commons Gourmet Market,5.05
2022/12/01,Ottawa,3,To plan Member's priorities and activities,Hosting a meeting,M0322039,Bier Markt,99.00
2022/12/02,Ottawa,3,To celebrate a significant event,Hosting a staff event,M0322039,Lonestar Texas Grill,100.46
2022/12/13,Ottawa,12,"To discuss business of the House, caucus and committees",Hosting a meeting,M0323110,Big Lots!,38.07
